patnum,assignee,pgpub_id,assignee_cleaned,cik,company_name,Cleaned_company_name,Score,Score
5621197,"BENDER, RICHARD",,benderrichard,1402275,BENDURE RICHARD,bendurerichard,86.66666666666667,86.66666666666667
5621197,"BENDER, RICHARD",,benderrichard,1402275,Bendure Richard,bendurerichard,86.66666666666667,86.66666666666667
5621197,"BENDER, RICHARD",,benderrichard,1402275,BENDURE RICHARD,bendurerichard,86.66666666666667,86.66666666666667
5621197,"BENDER, RICHARD",,benderrichard,1402275,Bendure Richard,bendurerichard,86.66666666666667,86.66666666666667
5621197,"BENDER, RICHARD",,benderrichard,1402275,BENDURE RICHARD,bendurerichard,86.66666666666667,86.66666666666667
2995647,Bernard Richard Allen,,bernardrichardallen,1562013,BENDURE RICHARD ALLEN,bendurerichardallen,85.71428571428572,85.71428571428572
2104504,Barends William,,barendswilliam,1184552,BENDUSH WILLIAM,bendushwilliam,86.66666666666667,86.66666666666667
2037950,BEN E THOMAS,,benethomas,1573968,BENE THOMAS,benethomas,95.65217391304348,95.65217391304348
2037950,BEN E THOMAS,,benethomas,1573968,Bene Thomas,benethomas,95.65217391304348,95.65217391304348
2048055,Boecker Robert,,boeckerrobert,1622903,Benecke Robert,beneckerobert,85.71428571428572,85.71428571428572
3566861,Beacon Enterprises Inc,,beaconenterprises,1084838,BENECO ENTERPRISES INC,benecoenterprises,90.9090909090909,90.9090909090909
3282005,Benco Inc,,benco,1308240,BENECOOL INC,benecool,85.71428571428572,85.71428571428572
2032266,Benedetti Joseph De,,benedettijoseph,1597123,Benedetti Joseph C,benedettijosephc,91.89189189189189,91.89189189189189
3145460,Benedetto John,,benedettojohn,1026693,BENEDETTO JOHN,benedettojohn,100.0,100.0
2550749,Benedict Daniel,,benedictdaniel,1682963,Benedict Danielle,benedictdanielle,93.75,93.75
3180193,Benedict David,,benedictdavid,1071888,BENEDICT DAVID B,benedictdavidb,93.33333333333333,93.33333333333333
1669547,Benedict Michael,,benedictmichael,1619688,Benedict Michael,benedictmichael,100.0,100.0
6092047,"Benefits Technologies, Inc.",,benefitstechnologies,1561387,"Benefytt Technologies, Inc.",benefytttechnologies,92.5925925925926,92.5925925925926
4498737,Benson Inc.,,benson,1537914,BENESOL INC.,benesol,86.95652173913044,86.95652173913044
4498737,Benson Inc.,,benson,1537914,Benesol Inc.,benesol,86.95652173913044,86.95652173913044
2535789,Beneke Corp,,beneke,1071462,BENESSE CORP,benesse,86.95652173913044,86.95652173913044
5590495,Bressler Group Inc.,,bresslergroup,1695903,"Benessere Group, Inc.",benesseregroup,85.0,85.0
3580278,Bennett Enterprises Inc,,bennettenterprises,1435896,BENESTANTE ENTERPRISES INC,benestanteenterprises,89.79591836734694,89.79591836734694
5062591,"Bikestream, Inc.",,bikestream,1580173,"BENESTREAM, INC.",benestream,87.5,87.5
5444995,Benetton Group S.P.A.,,benettongroup,849314,BENETTON GROUP SPA,benettongroup,92.3076923076923,92.3076923076923
2159246,Beyer David,,beyerdavid,1325119,Benfer David,benferdavid,86.95652173913044,86.95652173913044
2159246,Beyer David,,beyerdavid,1325119,BENFER DAVID,benferdavid,86.95652173913044,86.95652173913044
2159246,Beyer David,,beyerdavid,1325119,Benfer David,benferdavid,86.95652173913044,86.95652173913044
2159246,Beyer David,,beyerdavid,1325119,BENFER DAVID,benferdavid,86.95652173913044,86.95652173913044
2159246,Beyer David,,beyerdavid,1325119,Benfer David,benferdavid,86.95652173913044,86.95652173913044
2159246,Beyer David,,beyerdavid,1325119,BENFER DAVID,benferdavid,86.95652173913044,86.95652173913044
2159246,Beyer David,,beyerdavid,1325119,Benfer David,benferdavid,86.95652173913044,86.95652173913044
2042580,Bernfeld James,,bernfeldjames,1464600,Benfield James T,benfieldjamest,86.66666666666667,86.66666666666667
2042580,Bernfeld James,,bernfeldjames,1464600,BENFIELD JAMES T,benfieldjamest,86.66666666666667,86.66666666666667
2042580,Bernfeld James,,bernfeldjames,1464600,Benfield James T,benfieldjamest,86.66666666666667,86.66666666666667
2042580,Bernfeld James,,bernfeldjames,1464600,BENFIELD JAMES T,benfieldjamest,86.66666666666667,86.66666666666667
2042580,Bernfeld James,,bernfeldjames,1464600,Benfield James T,benfieldjamest,86.66666666666667,86.66666666666667
2042580,Bernfeld James,,bernfeldjames,1464600,BENFIELD JAMES T,benfieldjamest,86.66666666666667,86.66666666666667
2042580,Bernfeld James,,bernfeldjames,1464600,Benfield James T,benfieldjamest,86.66666666666667,86.66666666666667
5168719,"BA ACQUISITION, INC.",,baacquisition,1438894,Bengal Acquisition Inc.,bengalacquisition,88.37209302325581,88.37209302325581
4928400,BMA INVESTMENTS LTD.,,bmainvestments,1579238,BENGAL INVESTMENTS LTD.,bengalinvestments,88.37209302325581,88.37209302325581
1727025,Bengtson John,,bengtsonjohn,1218598,BENGSTON JON,bengstonjon,88.0,88.0
1727025,Bengtson John,,bengtsonjohn,1218598,Bengtson Jon N,bengtsonjonn,88.88888888888889,88.88888888888889
1727025,Bengtson John,,bengtsonjohn,1218598,BENGTSON JON N,bengtsonjonn,88.88888888888889,88.88888888888889
1727025,Bengtson John,,bengtsonjohn,1218598,Bengtson Jon N,bengtsonjonn,88.88888888888889,88.88888888888889
1727025,Bengtson John,,bengtsonjohn,1218598,BENGTSON JON N,bengtsonjonn,88.88888888888889,88.88888888888889
1727025,Bengtson John,,bengtsonjohn,1218598,Bengtson Jon N,bengtsonjonn,88.88888888888889,88.88888888888889
2166855,Benda James,,bendajames,1588859,Benham James,benhamjames,86.95652173913044,86.95652173913044
3256412,BJ Management Corp,,bjmanagement,1352871,Benin Management CORP,beninmanagement,87.17948717948718,87.17948717948718
3256412,BJ Management Corp,,bjmanagement,1352871,BENIN MANAGEMENT CORP,beninmanagement,87.17948717948718,87.17948717948718
3256412,BJ Management Corp,,bjmanagement,1352871,Benin Management CORP,beninmanagement,87.17948717948718,87.17948717948718
3256412,BJ Management Corp,,bjmanagement,1352871,BENIN MANAGEMENT CORP,beninmanagement,87.17948717948718,87.17948717948718
3256412,BJ Management Corp,,bjmanagement,1352871,Benin Management CORP,beninmanagement,87.17948717948718,87.17948717948718
5720658,BELNOR HOLDINGS INC.,,belnor,1342623,BENINFORM HOLDINGS INC,beninform,85.71428571428572,85.71428571428572
3421836,Benjamin Caplan,,benjamincaplan,1435730,Benjamin Alan H,benjaminalanh,86.66666666666667,86.66666666666667
3421836,Benjamin Caplan,,benjamincaplan,1435730,BENJAMIN ALAN H,benjaminalanh,86.66666666666667,86.66666666666667
3421836,Benjamin Caplan,,benjamincaplan,1435730,Benjamin Alan H,benjaminalanh,86.66666666666667,86.66666666666667
3421836,Benjamin Caplan,,benjamincaplan,1435730,BENJAMIN ALAN H,benjaminalanh,86.66666666666667,86.66666666666667
3421836,Benjamin Caplan,,benjamincaplan,1435730,Benjamin Alan H,benjaminalanh,86.66666666666667,86.66666666666667
3421836,Benjamin Caplan,,benjamincaplan,1435730,BENJAMIN ALAN H,benjaminalanh,86.66666666666667,86.66666666666667
3421836,Benjamin Caplan,,benjamincaplan,1435730,Benjamin Alan H,benjaminalanh,86.66666666666667,86.66666666666667
2306611,Benjamin David,,benjamindavid,1357992,Benjamin David B,benjamindavidb,93.33333333333333,93.33333333333333
2576581,Benjamin F Edwards,,benjaminfedwards,1059132,BENJAMIN EDWARD A,benjaminedwarda,85.71428571428572,85.71428571428572
1673605,Benjamin G Fernald,,benjamingfernald,1194346,BENJAMIN GERALD A,benjamingeralda,85.71428571428572,85.71428571428572
3870109,Benjamin C Gray,,benjamincgray,1016752,BENJAMIN H GRAY,benjaminhgray,93.33333333333333,93.33333333333333
2875658,Benjamin Howard,,benjaminhoward,1393547,BENJAMIN HOWARD,benjaminhoward,100.0,100.0
2875658,Benjamin Howard,,benjaminhoward,1393547,Benjamin Howard,benjaminhoward,100.0,100.0
2875658,Benjamin Howard,,benjaminhoward,1393547,BENJAMIN HOWARD,benjaminhoward,100.0,100.0
2875658,Benjamin Howard,,benjaminhoward,1393547,Benjamin Howard,benjaminhoward,100.0,100.0
1580604,Benjamin F James,,benjaminfjames,1012807,BENJAMIN JAMES C,benjaminjamesc,87.5,87.5
1580604,Benjamin F James,,benjaminfjames,1205523,BENJAMIN JAMES L,benjaminjamesl,87.5,87.5
1577073,Benjamin F Perry,,benjaminfperry,1213473,BENJAMIN JERRY,benjaminjerry,86.66666666666667,86.66666666666667
3308466,Benjamin John,,benjaminjohn,1283779,BENJAMIN JOHN B,benjaminjohnb,92.85714285714286,92.85714285714286
3308466,Benjamin John,,benjaminjohn,1283803,BENJAMIN JOHN D,benjaminjohnd,92.85714285714286,92.85714285714286
3308466,Benjamin John,,benjaminjohn,1211190,BENJAMIN JOHN E,benjaminjohne,92.85714285714286,92.85714285714286
1711894,Benjamin E Lawrence,,benjaminelawrence,1511239,Benjamin Lawrence S.,benjaminlawrences,87.17948717948718,87.17948717948718
1711894,Benjamin E Lawrence,,benjaminelawrence,1511239,BENJAMIN LAWRENCE S.,benjaminlawrences,87.17948717948718,87.17948717948718
1711894,Benjamin E Lawrence,,benjaminelawrence,1511239,Benjamin Lawrence S.,benjaminlawrences,87.17948717948718,87.17948717948718
2181060,Benjamin C Leonard,,benjamincleonard,1159001,BENJAMIN LEONARD R,benjaminleonardr,88.88888888888889,88.88888888888889
2276266,Benjamin Louis,,benjaminlouis,1600728,Benjamin Lo,benjaminlo,88.0,88.0
1811589,Benjamin F C Morris,,benjaminfcmorris,1370192,BENJAMIN MORRIS,benjaminmorris,88.23529411764706,88.23529411764706
1825582,Benjamin P Connelly,,benjaminpconnelly,1419981,Benjamin O'Connell,benjaminoconnell,86.48648648648648,86.48648648648648
1825582,Benjamin P Connelly,,benjaminpconnelly,1419981,BENJAMIN O'CONNELL,benjaminoconnell,86.48648648648648,86.48648648648648
1825582,Benjamin P Connelly,,benjaminpconnelly,1419981,Benjamin O'Connell,benjaminoconnell,86.48648648648648,86.48648648648648
1825582,Benjamin P Connelly,,benjaminpconnelly,1419981,BENJAMIN O'CONNELL,benjaminoconnell,86.48648648648648,86.48648648648648
1825582,Benjamin P Connelly,,benjaminpconnelly,1419981,Benjamin O'Connell,benjaminoconnell,86.48648648648648,86.48648648648648
2611847,Benjamin B Scott,,benjaminbscott,1547321,BENJAMIN SCOTT E,benjaminscotte,87.5,87.5
2611847,Benjamin B Scott,,benjaminbscott,1547321,Benjamin Scott E,benjaminscotte,87.5,87.5
2611847,Benjamin B Scott,,benjaminbscott,1547321,BENJAMIN SCOTT E,benjaminscotte,87.5,87.5
2611847,Benjamin B Scott,,benjaminbscott,1547321,Benjamin Scott E,benjaminscotte,87.5,87.5
1709547,Benjamin F Thomas,,benjaminfthomas,1097098,BENJAMIN THOMAS N,benjaminthomasn,88.23529411764706,88.23529411764706
2324610,Benjamin F Williams,,benjaminfwilliams,1242127,BENJAMIN WILLIAM R,benjaminwilliamr,86.48648648648648,86.48648648648648
1667686,Benien William,,benienwilliam,1063390,BENKEN WILLIAM B,benkenwilliamb,86.66666666666667,86.66666666666667
2005114,Benko Andrew,,benkoandrew,1537818,BENKO ANDREA,benkoandrea,91.66666666666666,91.66666666666666
2005114,Benko Andrew,,benkoandrew,1537818,Benko Andrea,benkoandrea,91.66666666666666,91.66666666666666
2005114,Benko Andrew,,benkoandrew,1537818,BENKO ANDREA,benkoandrea,91.66666666666666,91.66666666666666
2005114,Benko Andrew,,benkoandrew,1537818,Benko Andrea,benkoandrea,91.66666666666666,91.66666666666666
1575090,Benson Frederick,,bensonfrederick,1086690,BENN FREDERICK W,bennfrederickw,87.5,87.5
2549785,Ben W Douglass,,benwdouglass,1242840,BENN W DOUGLAS,bennwdouglas,92.85714285714286,92.85714285714286
1921451,Brenner Jacob,,brennerjacob,1477902,BENNE JACOB,bennejacob,91.66666666666666,91.66666666666666
1921451,Brenner Jacob,,brennerjacob,1477902,Benne Jacob,bennejacob,91.66666666666666,91.66666666666666
6063571,"BENNER, STEVEN A.",,bennerstevena,1242117,BENNER STEVEN E,bennerstevene,87.5,87.5
1631459,Bennett Arthur,,bennettarthur,1128299,BENNERT ARTHUR J,bennertarthurj,86.66666666666667,86.66666666666667
2102454,Bennett William,,bennettwilliam,1235553,BENNETT A WILLIAM,bennettawilliam,93.75,93.75
1914100,Bennett Harry,,bennettharry,1225169,BENNETT BARRY,bennettbarry,92.3076923076923,92.3076923076923
2070110,Bennett Ben,,bennettben,1312016,Bennett Ben,bennettben,100.0,100.0
2070110,Bennett Ben,,bennettben,1312016,BENNETT BEN,bennettben,100.0,100.0
2070110,Bennett Ben,,bennettben,1312016,Bennett Ben,bennettben,100.0,100.0
2070110,Bennett Ben,,bennettben,1312016,BENNETT BEN,bennettben,100.0,100.0
2070110,Bennett Ben,,bennettben,1312016,Bennett Ben,bennettben,100.0,100.0
3954962,"BENNETT, BRICE",,bennettbrice,1180047,BENNETT BRUCE,bennettbruce,88.88888888888889,88.88888888888889
1889257,Bennett Charles H,,bennettcharlesh,1337607,BENNETT CHARLES W,bennettcharlesw,94.11764705882352,94.11764705882352
2165881,Bennett Le Roy,,bennettleroy,1123461,BENNETT DALE R,bennettdaler,85.71428571428572,85.71428571428572
1844880,Bennett Douglas Temple,,bennettdouglastemple,1224600,BENNETT DOUGLAS M,bennettdouglasm,87.17948717948718,87.17948717948718
2453112,Bennett George,,bennettgeorge,1461927,Bennett George H,bennettgeorgeh,93.33333333333333,93.33333333333333
2453112,Bennett George,,bennettgeorge,1461927,BENNETT GEORGE H,bennettgeorgeh,93.33333333333333,93.33333333333333
1668760,Bennett Inc,,bennett,1398839,BENNETT GINA,bennettgina,86.95652173913044,86.95652173913044
1668760,Bennett Inc,,bennett,1398839,Bennett Gina,bennettgina,86.95652173913044,86.95652173913044
1830221,Bennett J Blue,,bennettjblue,1198766,BENNETT J CLAUDE,bennettjclaude,86.66666666666667,86.66666666666667
2929811,Bennie James,,benniejames,1248080,BENNETT JAMES,bennettjames,88.0,88.0
1652414,Bennett James Albert,,bennettjamesalbert,1175170,BENNETT JAMES A,bennettjamesa,85.71428571428572,85.71428571428572
1585760,Burnett James Mcdonald,,burnettjamesmcdonald,1443840,Bennett James Donald,bennettjamesdonald,85.71428571428572,85.71428571428572
1585760,Burnett James Mcdonald,,burnettjamesmcdonald,1443840,BENNETT JAMES DONALD,bennettjamesdonald,85.71428571428572,85.71428571428572
1585760,Burnett James Mcdonald,,burnettjamesmcdonald,1443840,Bennett James Donald,bennettjamesdonald,85.71428571428572,85.71428571428572
1585760,Burnett James Mcdonald,,burnettjamesmcdonald,1443840,BENNETT JAMES DONALD,bennettjamesdonald,85.71428571428572,85.71428571428572
1585760,Burnett James Mcdonald,,burnettjamesmcdonald,1443840,Bennett James Donald,bennettjamesdonald,85.71428571428572,85.71428571428572
1585760,Burnett James Mcdonald,,burnettjamesmcdonald,1443840,BENNETT JAMES DONALD,bennettjamesdonald,85.71428571428572,85.71428571428572
1585760,Burnett James Mcdonald,,burnettjamesmcdonald,1443840,Bennett James Donald,bennettjamesdonald,85.71428571428572,85.71428571428572
1607584,Bennett John,,bennettjohn,1188474,BENNETT JOHN,bennettjohn,100.0,100.0
1607584,Bennett John,,bennettjohn,1331667,Bennett John,bennettjohn,100.0,100.0
1607584,Bennett John,,bennettjohn,1504412,Bennett John,bennettjohn,100.0,100.0
1607584,Bennett John,,bennettjohn,1280497,BENNETT JOHN A,bennettjohna,92.3076923076923,92.3076923076923
1607584,Bennett John,,bennettjohn,1331667,BENNETT JOHN B,bennettjohnb,92.3076923076923,92.3076923076923
1607584,Bennett John,,bennettjohn,1158096,BENNETT JOHN R,bennettjohnr,92.3076923076923,92.3076923076923
1607584,Bennett John,,bennettjohn,1249692,BENNETT JON B,bennettjonb,88.0,88.0
3337083,Bennett Ind Inc,,bennettind,1238780,BENNETT LINDA C,bennettlindac,86.66666666666667,86.66666666666667
2360640,Bengert Nicholas,,bengertnicholas,1488895,Bennett Nicholas,bennettnicholas,87.5,87.5
2904367,Bennett Patrick John,,bennettpatrickjohn,1199751,BENNETT PATRICK,bennettpatrick,85.71428571428572,85.71428571428572
2904367,Bennett Patrick John,,bennettpatrickjohn,1576138,BENNETT PATRICK JOHN SR,bennettpatrickjohnsr,93.02325581395348,93.02325581395348
2904367,Bennett Patrick John,,bennettpatrickjohn,1576138,Bennett Patrick John SR,bennettpatrickjohnsr,93.02325581395348,93.02325581395348
2947309,Bennett Phillip,,bennettphillip,1333596,Bennett Phillip R,bennettphillipr,93.75,93.75
3103280,Bennett Ireland Inc,,bennettireland,1108705,BENNETT REED INC,bennettreed,85.71428571428572,85.71428571428572
2283906,Bennett Richard,,bennettrichard,1208553,BENNETT RICHARD E JR,bennettrichardejr,85.71428571428572,85.71428571428572
2283906,Bennett Richard,,bennettrichard,1211043,BENNETT RICHARD F,bennettrichardf,93.75,93.75
2283906,Bennett Richard,,bennettrichard,1268170,BENNETT RICHARD H JR,bennettrichardhjr,85.71428571428572,85.71428571428572
2469187,Benner Robert,,bennerrobert,1462796,Bennett Robert,bennettrobert,88.88888888888889,88.88888888888889
2469187,Benner Robert,,bennerrobert,1462796,BENNETT ROBERT,bennettrobert,88.88888888888889,88.88888888888889
2469187,Benner Robert,,bennerrobert,1462796,Bennett Robert,bennettrobert,88.88888888888889,88.88888888888889
3937384,"BENNETT, TIMOTHY J.",,bennetttimothyj,1594900,Bennett Timothy,bennetttimothy,88.23529411764706,88.23529411764706
2540567,Bennett V Ray,,bennettvray,1621785,BENNETT VERA,bennettvera,88.0,88.0
2102454,Bennett William,,bennettwilliam,1189632,BENNETT WILLIAM E,bennettwilliame,93.75,93.75
2102454,Bennett William,,bennettwilliam,903598,BENNETT WILLIAM G,bennettwilliamg,93.75,93.75
2102454,Bennett William,,bennettwilliam,1170465,BENNETT WILLIAM L,bennettwilliaml,93.75,93.75
2102454,Bennett William,,bennettwilliam,1235926,BENNETT WILLIAM R,bennettwilliamr,93.75,93.75
4717621,"Bemis Associates, Inc.",,bemisassociates,1056821,"BENNICAS & ASSOCIATES, INC.",bennicasassociates,85.71428571428572,85.71428571428572
2129903,Benson Lawrence,,bensonlawrence,1190441,BENNIGSON LAWRENCE,bennigsonlawrence,90.9090909090909,90.9090909090909
3258054,Benton Corp,,benton,1110418,BENNION CORP,bennion,86.95652173913044,86.95652173913044
2707393,Beta Corp,,beta,1544458,BENSATA CORP,bensata,85.71428571428572,85.71428571428572
2707393,Beta Corp,,beta,1544458,BENSATA Corp,bensata,85.71428571428572,85.71428571428572
5823537,BLAN ENTERPRISES LLC,,blanenterprises,1289372,Bensi Enterprises LLC,bensienterprises,87.8048780487805,87.8048780487805
5617407,"BAREIS TECHNOLOGIES, LLC",,bareistechnologies,1479245,"BENSMAN TECHNOLOGIES, LLC",bensmantechnologies,85.71428571428572,85.71428571428572
2464069,Benson & Associates Inc,,bensonassociates,1050456,BENSON ASSOCIATES LLC,bensonassociates,86.36363636363636,86.36363636363636
1736843,Benson George,,bensongeorge,1254624,BENSON GEORGE,bensongeorge,100.0,100.0
5720658,BELNOR HOLDINGS INC.,,belnor,1301659,Benson Holdings Inc,benson,87.17948717948718,87.17948717948718
3703970,Benson Industries Ltd,,bensonindustries,1301802,Benson Industries LLC,bensonindustries,90.47619047619048,90.47619047619048
2357447,Benson John,,bensonjohn,1162050,BENSON JOHN,bensonjohn,100.0,100.0
2357447,Benson John,,bensonjohn,1404339,BENSON JOHN,bensonjohn,100.0,100.0
2357447,Benson John,,bensonjohn,1404339,Benson John,bensonjohn,100.0,100.0
2357447,Benson John,,bensonjohn,1404339,BENSON JOHN,bensonjohn,100.0,100.0
2357447,Benson John,,bensonjohn,1404339,Benson John,bensonjohn,100.0,100.0
2357447,Benson John,,bensonjohn,1530167,Benson John,bensonjohn,100.0,100.0
2357447,Benson John,,bensonjohn,1196470,BENSON JOHN W,bensonjohnw,91.66666666666666,91.66666666666666
2357447,Benson John,,bensonjohn,1275936,BENSON JON H,bensonjonh,86.95652173913044,86.95652173913044
1736843,Benson George,,bensongeorge,1165515,BENSON P GEORGE,bensonpgeorge,92.85714285714286,92.85714285714286
5389519,"BRONSON, RICHARD A.",,bronsonricharda,1171769,BENSON RICHARD A,bensonricharda,85.71428571428572,85.71428571428572
2244383,Benson Richard Ernest,,bensonrichardernest,1173397,BENSON RICHARD R,bensonrichardr,86.48648648648648,86.48648648648648
1589929,Benson Robert,,bensonrobert,1121583,BENSON ROBERT C,bensonrobertc,92.85714285714286,92.85714285714286
1589929,Benson Robert,,bensonrobert,1236804,BENSON ROBERT H,bensonroberth,92.85714285714286,92.85714285714286
2375072,Brown Robert James,,brownrobertjames,1487083,Benson Robert James,bensonrobertjames,86.48648648648648,86.48648648648648
2375072,Brown Robert James,,brownrobertjames,1487083,BENSON ROBERT JAMES,bensonrobertjames,86.48648648648648,86.48648648648648
1589929,Benson Robert,,bensonrobert,1227674,BENSON ROBERT W,bensonrobertw,92.85714285714286,92.85714285714286
2527518,Benson Thomas,,bensonthomas,1244972,BENSON THOMAS A,bensonthomasa,92.85714285714286,92.85714285714286
2527518,Benson Thomas,,bensonthomas,1260864,BENSON THOMAS J,bensonthomasj,92.85714285714286,92.85714285714286
2527518,Benson Thomas,,bensonthomas,1513916,Benson Thomas M,bensonthomasm,92.85714285714286,92.85714285714286
2527518,Benson Thomas,,bensonthomas,1513916,BENSON THOMAS M,bensonthomasm,92.85714285714286,92.85714285714286
2527518,Benson Thomas,,bensonthomas,1513916,Benson Thomas M,bensonthomasm,92.85714285714286,92.85714285714286
2527518,Benson Thomas,,bensonthomas,1316698,Benson Thomas P,bensonthomasp,92.85714285714286,92.85714285714286
2527518,Benson Thomas,,bensonthomas,1316698,BENSON THOMAS P,bensonthomasp,92.85714285714286,92.85714285714286
2527518,Benson Thomas,,bensonthomas,1316698,Benson Thomas P,bensonthomasp,92.85714285714286,92.85714285714286
2551821,Bengtson William,,bengtsonwilliam,1330927,Benson William R,bensonwilliamr,87.5,87.5
2551821,Bengtson William,,bengtsonwilliam,1330927,BENSON WILLIAM R,bensonwilliamr,87.5,87.5
2551821,Bengtson William,,bengtsonwilliam,1330927,Benson William R,bensonwilliamr,87.5,87.5
2551821,Bengtson William,,bengtsonwilliam,1330927,BENSON WILLIAM R,bensonwilliamr,87.5,87.5
2551821,Bengtson William,,bengtsonwilliam,1330927,Benson William R,bensonwilliamr,87.5,87.5
2551821,Bengtson William,,bengtsonwilliam,1330927,BENSON WILLIAM R,bensonwilliamr,87.5,87.5
2551821,Bengtson William,,bengtsonwilliam,1330927,Benson William R,bensonwilliamr,87.5,87.5
1569607,Beck Michael,,beckmichael,1204640,BENSTOCK MICHAEL,benstockmichael,85.71428571428572,85.71428571428572
3444510,Benthos Inc,,benthos,11390,BENTHOS INC,benthos,100.0,100.0
2102477,BINKLEY COAL Co,,binkleycoal,1078458,BENTLEY COAL CO,bentleycoal,86.66666666666667,86.66666666666667
1771766,Berney Fred,,berneyfred,1285519,BENTLEY FRED,bentleyfred,86.95652173913044,86.95652173913044
4941233,"BENTLEY, FRED D., JR.",,bentleyfreddjr,1287108,BENTLEY FRED D JR,bentleyfreddjr,89.47368421052632,89.47368421052632
3714965,Bentley A,,bentleya,1581680,Bentley Ian,bentleyian,90.0,90.0
6085626,BERNAL INTERNATIONAL INC.,,bernalinternational,878838,BENTLEY INTERNATIONAL INC,bentleyinternational,88.0,88.0
6085626,BERNAL INTERNATIONAL INC.,,bernalinternational,878838,BENTLEY INTERNATIONAL INC,bentleyinternational,88.0,88.0
6085626,BERNAL INTERNATIONAL INC.,,bernalinternational,1042337,BENTLEY INTERNATIONAL INC,bentleyinternational,88.0,88.0
5456153,"BENTLEY, JAMES K.",,bentleyjamesk,1657781,Bentley James D,bentleyjamesd,87.5,87.5
5966454,"Bentley Mills, Inc.",,bentleymills,1471365,"Bentley Mills, Inc.",bentleymills,100.0,100.0
5966454,"Bentley Mills, Inc.",,bentleymills,1471365,"BENTLEY MILLS, INC.",bentleymills,100.0,100.0
5966454,"Bentley Mills, Inc.",,bentleymills,1471365,"Bentley Mills, Inc.",bentleymills,100.0,100.0
5023252,"BENTLEY PHARMACEUTICALS, INC.",,bentleypharmaceuticals,821616,BENTLEY PHARMACEUTICALS INC,bentleypharmaceuticals,96.42857142857143,96.42857142857143
5023252,"BENTLEY PHARMACEUTICALS, INC.",,bentleypharmaceuticals,821616,BENTLEY PHARMACEUTICALS INC,bentleypharmaceuticals,96.42857142857143,96.42857142857143
5023252,"BENTLEY PHARMACEUTICALS, INC.",,bentleypharmaceuticals,821616,BENTLEY PHARMACEUTICALS INC,bentleypharmaceuticals,96.42857142857143,96.42857142857143
5023252,"BENTLEY PHARMACEUTICALS, INC.",,bentleypharmaceuticals,874038,BENTLEY PHARMACEUTICALS INC,bentleypharmaceuticals,96.42857142857143,96.42857142857143
5023252,"BENTLEY PHARMACEUTICALS, INC.",,bentleypharmaceuticals,910671,BENTLEY PHARMACEUTICALS INC,bentleypharmaceuticals,96.42857142857143,96.42857142857143
4458330,"BENTLEY SYSTEMS, INC.",,bentleysystems,1031308,BENTLEY SYSTEMS INC,bentleysystems,95.0,95.0
1591605,Beaney William,,beaneywilliam,1237840,BENTLEY WILLIAM,bentleywilliam,89.65517241379311,89.65517241379311
1817869,Benton James Oscar,,bentonjamesoscar,1192991,BENTON JAMES C,bentonjamesc,87.5,87.5
1670184,Bond John William,,bondjohnwilliam,1362946,Benton John William,bentonjohnwilliam,88.88888888888889,88.88888888888889
5880722,BG LIQUIDATING TRUST,,bgliquidatingtrust,1047448,BENTON LIQUIDATING TRUST,bentonliquidatingtrust,86.36363636363636,86.36363636363636
4419587,"BENTON, WILLIAM M.",,bentonwilliamm,1200356,BENTON WILLIAM A,bentonwilliama,88.23529411764706,88.23529411764706
4419587,"BENTON, WILLIAM M.",,bentonwilliamm,1079589,BENTON WILLIAM G,bentonwilliamg,88.23529411764706,88.23529411764706
4419587,"BENTON, WILLIAM M.",,bentonwilliamm,1052777,BENTON WILLIAM P,bentonwilliamp,88.23529411764706,88.23529411764706
4554531,BNCO ACQUISITION CORP.,,bncoacquisition,1540697,BENTWOOD ACQUISITION CORP,bentwoodacquisition,85.1063829787234,85.1063829787234
4554531,BNCO ACQUISITION CORP.,,bncoacquisition,1540697,Bentwood Acquisition Corp,bentwoodacquisition,85.1063829787234,85.1063829787234
4554531,BNCO ACQUISITION CORP.,,bncoacquisition,1540697,BENTWOOD ACQUISITION CORP,bentwoodacquisition,85.1063829787234,85.1063829787234
4554531,BNCO ACQUISITION CORP.,,bncoacquisition,1540697,Bentwood Acquisition Corp,bentwoodacquisition,85.1063829787234,85.1063829787234
4554531,BNCO ACQUISITION CORP.,,bncoacquisition,1540697,BENTWOOD ACQUISITION CORP,bentwoodacquisition,85.1063829787234,85.1063829787234
1580777,Bentz Charles,,bentzcharles,1394838,BENTZ CHARLES,bentzcharles,100.0,100.0
1580777,Bentz Charles,,bentzcharles,1394838,Bentz Charles,bentzcharles,100.0,100.0
4500989,"BAY NETWORKS, INC.",,baynetworks,1584510,"Benu Networks, Inc.",benunetworks,86.48648648648648,86.48648648648648
3185951,Bean Lee Le,,beanleele,1236180,BENZ LEE E,benzleee,85.71428571428572,85.71428571428572
3117494,Boezi Peter,,boezipeter,1107448,BENZ PETER,benzpeter,85.71428571428572,85.71428571428572
5107898,"BOC GROUP, INC.",,bocgroup,1713615,"BeoCare Group, Inc.",beocaregroup,88.23529411764706,88.23529411764706
4919965,"BELL HOLDINGS, INC.",,bell,1584097,"BeOn Holdings, Inc.",beon,89.47368421052632,89.47368421052632
2736917,Berman Robert,,bermanrobert,1329593,Beran Robert E,beranroberte,88.88888888888889,88.88888888888889
1967701,Berman Sam,,bermansam,1079753,BERAN SAM,beransam,94.73684210526316,94.73684210526316
