patnum,assignee,pgpub_id,assignee_cleaned,cik,company_name,Cleaned_company_name,Score,Score
3564453,Carver Corp,,carver,766177,CARVER CORP,carver,100.0,100.0
1809504,Carvel Richard,,carvelrichard,1194713,CARVER RICHARD E,carverricharde,86.66666666666667,86.66666666666667
5615046,Cyber Scientific Inc.,,cyberscientific,1511128,"CARVER SCIENTIFIC, INC.",carverscientific,86.36363636363636,86.36363636363636
5762171,"Carver, Inc.",,carver,1659825,"Carvertise, Inc.",carvertise,85.71428571428572,85.71428571428572
1672749,Carini Joseph,,carinijoseph,1464142,CARVIN JOSEPH,carvinjoseph,92.3076923076923,92.3076923076923
1672749,Carini Joseph,,carinijoseph,1215769,CARVIN JOSEPH W,carvinjosephw,85.71428571428572,85.71428571428572
5826839,CRESWELL HOLDINGS LLC,,creswell,1373389,"Carwell Holding, LLC",carwell,87.8048780487805,87.8048780487805
5826839,CRESWELL HOLDINGS LLC,,creswell,1373389,"CARWELL HOLDING, LLC",carwell,87.8048780487805,87.8048780487805
5826839,CRESWELL HOLDINGS LLC,,creswell,1373389,"Carwell Holding, LLC",carwell,87.8048780487805,87.8048780487805
4176746,"CURWOOD, INC.",,curwood,1463916,"Carwoo, Inc.",carwoo,88.0,88.0
1750702,Carl Frederick,,carlfrederick,1185877,CARY FREDERICK A,caryfredericka,86.66666666666667,86.66666666666667
1614282,Cleary Richard,,clearyrichard,1185998,CARY RICHARD C,caryrichardc,85.71428571428572,85.71428571428572
1773774,Carr William,,carrwilliam,1312052,CARY WILLIAM,carywilliam,91.66666666666666,91.66666666666666
1773774,Carr William,,carrwilliam,1312052,Cary William,carywilliam,91.66666666666666,91.66666666666666
1773774,Carr William,,carrwilliam,1312052,CARY WILLIAM,carywilliam,91.66666666666666,91.66666666666666
2620874,Chase Corp,,chase,1422119,CAS CORP,cas,88.88888888888889,88.88888888888889
5511654,"Calis Holdings, Inc.",,calis,818996,CAS HOLDINGS INC,cas,88.88888888888889,88.88888888888889
4796184,"Cas Medical Systems, Inc.",,casmedicalsystems,764579,CAS MEDICAL SYSTEMS INC,casmedicalsystems,95.83333333333334,95.83333333333334
5437440,CAP ACQUISITION CORP.,,capacquisition,1718710,Casa Acquisition Corp.,casaacquisition,93.02325581395348,93.02325581395348
5088886,"CLEANPAK INTERNATIONAL, LLC",,cleanpakinternational,1395713,"CASA INTERNATIONAL, LLC",casainternational,88.0,88.0
5088886,"CLEANPAK INTERNATIONAL, LLC",,cleanpakinternational,1395713,"CASA International, LLC",casainternational,88.0,88.0
5088886,"CLEANPAK INTERNATIONAL, LLC",,cleanpakinternational,1395713,"CASA INTERNATIONAL, LLC",casainternational,88.0,88.0
5088886,"CLEANPAK INTERNATIONAL, LLC",,cleanpakinternational,1395713,"CASA International, LLC",casainternational,88.0,88.0
5708548,Cascade Systems Inc.,,cascadesystems,1333835,Casa Systems Inc,casasystems,88.88888888888889,88.88888888888889
5070901,"Cashco, Inc.",,cashco,1552543,"CASAHOP, INC.",casahop,88.0,88.0
5057497,"Calam & Associates, Inc.",,calamassociates,1518286,"Casals & Associates, Inc.",casalsassociates,89.79591836734694,89.79591836734694
2469166,Castri Harry Li,,castriharryli,1086408,CASARI HARRY L,casariharryl,89.65517241379311,89.65517241379311
1689325,Casey William,,caseywilliam,1420770,Casby William P,casbywilliamp,85.71428571428572,85.71428571428572
1689325,Casey William,,caseywilliam,1420770,CASBY WILLIAM P,casbywilliamp,85.71428571428572,85.71428571428572
3145866,Cascade Corp,,cascade,865911,CASCADE BANCORP,cascadebancorp,88.88888888888889,88.88888888888889
5687173,Cascade Communications Corp.,,cascadecommunications,887763,CASCADE COMMUNICATIONS CORP,cascadecommunications,98.18181818181819,98.18181818181819
5687173,Cascade Communications Corp.,,cascadecommunications,887763,CASCADE COMMUNICATIONS CORP,cascadecommunications,98.18181818181819,98.18181818181819
5687173,Cascade Communications Corp.,,cascadecommunications,904978,CASCADE COMMUNICATIONS CORP,cascadecommunications,98.18181818181819,98.18181818181819
3145866,Cascade Corp,,cascade,18061,CASCADE CORP,cascade,100.0,100.0
3145866,Cascade Corp,,cascade,18061,CASCADE CORP,cascade,100.0,100.0
3145866,Cascade Corp,,cascade,1039142,CASCADE CORP,cascade,100.0,100.0
3990594,Cascade Corporation,,cascade,201388,CASCADE CORPORATION,cascade,100.0,100.0
5279294,"Cascade Medical, Inc.",,cascademedical,1552305,"CASCADE MEDICAL SUPPLY, INC.",cascademedicalsupply,85.71428571428572,85.71428571428572
4280112,"CASCADE MICROTECH, INC.",,cascademicrotech,864559,CASCADE MICROTECH INC,cascademicrotech,95.45454545454545,95.45454545454545
5708548,Cascade Systems Inc.,,cascadesystems,718127,CASCADE SYSTEMS INC,cascadesystems,97.43589743589743,97.43589743589743
5708548,Cascade Systems Inc.,,cascadesystems,718127,CASCADE SYSTEMS INC,cascadesystems,97.43589743589743,97.43589743589743
5708548,Cascade Systems Inc.,,cascadesystems,921439,CASCADE SYSTEMS INC,cascadesystems,97.43589743589743,97.43589743589743
4846412,CASCADES CANADA INC.,,cascadescanada,1322331,Cascades Canada Inc.,cascadescanada,100.0,100.0
4795080,Cascades Dominion Inc.,,cascadesdominion,1225571,CASCADES DOMINION INC,cascadesdominion,97.67441860465115,97.67441860465115
5125475,CASCADES FORMA-PAK INC.,,cascadesformapak,1225574,CASCADES FORMA PAK INC,cascadesformapak,93.33333333333333,93.33333333333333
5155964,Cascades Inc.,,cascades,1225525,CASCADES INC,cascades,96.0,96.0
5155964,Cascades Inc.,,cascades,1322337,Cascades USA Inc.,cascadesusa,86.66666666666667,86.66666666666667
5978567,"CSC HOLDINGS, LLC",,csc,1663803,"Cascadia5 Holdings, LLC",cascadia5,85.0,85.0
5965701,"CARA THERAPEUTICS, INC.",,caratherapeutics,1412067,"Cascadian Therapeutics, Inc.",cascadiantherapeutics,86.27450980392157,86.27450980392157
6027302,CASCADE N.V.,,cascade,1404675,Cascal N.V.,cascal,86.95652173913044,86.95652173913044
6027302,CASCADE N.V.,,cascade,1404675,CASCAL N.V.,cascal,86.95652173913044,86.95652173913044
6027302,CASCADE N.V.,,cascade,1404675,Cascal N.V.,cascal,86.95652173913044,86.95652173913044
5392961,"Casco International, Inc.",,cascointernational,816949,CASCO INTERNATIONAL INC,cascointernational,95.83333333333334,95.83333333333334
5392961,"Casco International, Inc.",,cascointernational,886761,CASCO INTERNATIONAL INC,cascointernational,95.83333333333334,95.83333333333334
5392961,"Casco International, Inc.",,cascointernational,1005268,CASCO INTERNATIONAL INC,cascointernational,95.83333333333334,95.83333333333334
5392961,"Casco International, Inc.",,cascointernational,1026792,CASCO INTERNATIONAL INC,cascointernational,95.83333333333334,95.83333333333334
5392961,"Casco International, Inc.",,cascointernational,1026792,CASCO INTERNATIONAL INC,cascointernational,95.83333333333334,95.83333333333334
5392961,"Casco International, Inc.",,cascointernational,1026792,CASCO INTERNATIONAL INC,cascointernational,95.83333333333334,95.83333333333334
5392961,"Casco International, Inc.",,cascointernational,1026792,CASCO INTERNATIONAL INC,cascointernational,95.83333333333334,95.83333333333334
5392961,"Casco International, Inc.",,cascointernational,1273965,CASCO INTERNATIONAL INC /NH/,cascointernationalnh,86.79245283018868,86.79245283018868
3978748,"Camsco, Inc.",,camsco,1357750,"CASCOH, INC.",cascoh,91.66666666666666,91.66666666666666
5687325,"CHIN CAPITAL, LLC",,chincapital,1534261,"Casdin Capital, LLC",casdincapital,88.88888888888889,88.88888888888889
1878825,Caise Charles,,caisecharles,1192338,CASE CHARLES E,casecharlese,88.88888888888889,88.88888888888889
2620874,Chase Corp,,chase,922321,CASE CORP,case,94.73684210526316,94.73684210526316
2411504,Carlise John,,carlisejohn,1490409,Case John,casejohn,85.71428571428572,85.71428571428572
2411504,Carlise John,,carlisejohn,1490409,CASE JOHN,casejohn,85.71428571428572,85.71428571428572
2411504,Carlise John,,carlisejohn,1490409,Case John,casejohn,85.71428571428572,85.71428571428572
2443376,Case LLC,,case,922321,CASE LLC,case,100.0,100.0
3884231,Clas Peters,,claspeters,1306258,CASE PETER S,casepeters,86.95652173913044,86.95652173913044
3884231,Clas Peters,,claspeters,1306258,Case Peter S,casepeters,86.95652173913044,86.95652173913044
3884231,Clas Peters,,claspeters,1306258,CASE PETER S,casepeters,86.95652173913044,86.95652173913044
3884231,Clas Peters,,claspeters,1306258,Case Peter S,casepeters,86.95652173913044,86.95652173913044
2946021,Casey Raymond,,caseyraymond,1269031,CASE RAYMOND J,caseraymondj,88.88888888888889,88.88888888888889
1762159,Chase Stephen,,chasestephen,1473022,CASE STEPHEN H.,casestephenh,85.71428571428572,85.71428571428572
1762159,Chase Stephen,,chasestephen,1094581,CASE STEPHEN M,casestephenm,88.88888888888889,88.88888888888889
5822743,CASEBANK TECHNOLOGIES INC.,,casebanktechnologies,1197406,CASEBANK TECHNOLOGIES INC,casebanktechnologies,98.0392156862745,98.0392156862745
3189217,Cease Central Inc,,ceasecentral,1128515,CASECENTRAL INC,casecentral,93.75,93.75
2329876,Castellano James,,castellanojames,1131145,CASELLA JAMES,casellajames,89.65517241379311,89.65517241379311
5119894,"CASELLA WASTE SYSTEMS, INC.",,casellawastesystems,895092,CASELLA WASTE SYSTEMS INC,casellawastesystems,96.15384615384616,96.15384615384616
5119894,"CASELLA WASTE SYSTEMS, INC.",,casellawastesystems,911177,CASELLA WASTE SYSTEMS INC,casellawastesystems,96.15384615384616,96.15384615384616
5119894,"CASELLA WASTE SYSTEMS, INC.",,casellawastesystems,911177,CASELLA WASTE SYSTEMS INC,casellawastesystems,96.15384615384616,96.15384615384616
1571751,Castellan Giulio,,castellangiulio,1347654,CASELLO GIULIO,casellogiulio,86.66666666666667,86.66666666666667
1571751,Castellan Giulio,,castellangiulio,1347654,Casello Giulio,casellogiulio,86.66666666666667,86.66666666666667
1571751,Castellan Giulio,,castellangiulio,1347654,CASELLO GIULIO,casellogiulio,86.66666666666667,86.66666666666667
1571751,Castellan Giulio,,castellangiulio,1347654,Casello Giulio,casellogiulio,86.66666666666667,86.66666666666667
3917982,"CSE TECHNOLOGIES, INC.",,csetechnologies,1669962,"CASEQ TECHNOLOGIES, INC.",caseqtechnologies,95.65217391304348,95.65217391304348
5481790,CLARUS TECHNOLOGIES LLC,,clarustechnologies,1669962,"CASEQ TECHNOLOGIES, LLC",caseqtechnologies,86.95652173913044,86.95652173913044
4274537,"Cosmetex, Inc.",,cosmetex,1632585,"Casetext, Inc.",casetext,85.71428571428572,85.71428571428572
6046775,"CHEN CAPITAL, LLC",,chencapital,1535344,"CASEY CAPITAL, LLC",caseycapital,85.71428571428572,85.71428571428572
1878825,Caise Charles,,caisecharles,1230782,CASEY CHARLES,caseycharles,92.3076923076923,92.3076923076923
1942085,Carey Charles Edward,,careycharlesedward,1620617,Casey Charles Edward,caseycharlesedward,95.0,95.0
3344976,Cameo Container Corp,,cameocontainer,1387998,CASEY CONTAINER CORP,caseycontainer,90.0,90.0
4356075,"CASE, GEORGE A.",,casegeorgea,1423621,Casey George A,caseygeorgea,89.65517241379311,89.65517241379311
4356075,"CASE, GEORGE A.",,casegeorgea,1423621,CASEY GEORGE A,caseygeorgea,89.65517241379311,89.65517241379311
4356075,"CASE, GEORGE A.",,casegeorgea,1423621,Casey George A,caseygeorgea,89.65517241379311,89.65517241379311
1923661,Carey John,,careyjohn,1192817,CASEY JOHN,caseyjohn,90.0,90.0
1923661,Carey John,,careyjohn,1253089,CASEY JOHN,caseyjohn,90.0,90.0
1923661,Carey John,,careyjohn,1303704,Casey John,caseyjohn,90.0,90.0
1855599,Casey John Perry,,caseyjohnperry,1059260,CASEY JOHN P,caseyjohnp,85.71428571428572,85.71428571428572
1714494,Case Joseph,,casejoseph,1221397,CASEY JOSEPH F,caseyjosephf,88.0,88.0
1714494,Case Joseph,,casejoseph,1190769,CASEY JOSEPH T,caseyjosepht,88.0,88.0
2556796,Care Thomas,,carethomas,1551305,CASEY THOMAS,caseythomas,86.95652173913044,86.95652173913044
2556796,Care Thomas,,carethomas,1551305,Casey Thomas,caseythomas,86.95652173913044,86.95652173913044
2556796,Care Thomas,,carethomas,1551305,CASEY THOMAS,caseythomas,86.95652173913044,86.95652173913044
2556796,Care Thomas,,carethomas,1551305,Casey Thomas,caseythomas,86.95652173913044,86.95652173913044
1689325,Casey William,,caseywilliam,1198474,CASEY WILLIAM J,caseywilliamj,92.85714285714286,92.85714285714286
1689325,Casey William,,caseywilliam,1341850,CASEY WILLIAM J,caseywilliamj,92.85714285714286,92.85714285714286
5560975,"Casper Enterprises, Inc.",,casperenterprises,1413437,"CASEYCORP ENTERPRISES, INC",caseycorpenterprises,88.0,88.0
3917235,"CASTAMERICA, INC.",,castamerica,1581584,"CASH AMERICA, INC.",cashamerica,91.42857142857143,91.42857142857143
5469783,"CASH CAN, INC.",,cashcan,874758,CASH CAN INC,cashcan,92.3076923076923,92.3076923076923
5469783,"CASH CAN, INC.",,cashcan,874758,CASH CAN INC,cashcan,92.3076923076923,92.3076923076923
5469783,"CASH CAN, INC.",,cashcan,1021920,CASH CAN INC,cashcan,92.3076923076923,92.3076923076923
1600929,Cash Charles,,cashcharles,1022549,CASH CHARLES R,cashcharlesr,92.3076923076923,92.3076923076923
2422950,Cash James,,cashjames,1017391,CASH JAMES I,cashjamesi,90.9090909090909,90.9090909090909
6038351,Cash Management Solutions,,cashmanagementsolutions,1448666,CASH MANAGEMENT SOLUTIONS HOLDING,cashmanagementsolutions,86.20689655172413,86.20689655172413
6113201,"Case Systems, Inc.",,casesystems,861050,CASH SYSTEMS INC,cashsystems,88.23529411764706,88.23529411764706
5723085,CSP TECHNOLOGIES INC.,,csptechnologies,1022964,CASH TECHNOLOGIES INC,cashtechnologies,90.47619047619048,90.47619047619048
5469783,"CASH CAN, INC.",,cashcan,1606979,"CashCall, Inc.",cashcall,85.71428571428572,85.71428571428572
2023064,Clasen Anthony,,clasenanthony,1084252,CASHEN ANTHONY B,cashenanthonyb,86.66666666666667,86.66666666666667
2651268,Casciano Anthony,,cascianoanthony,1561639,CASHIO ANTHONY,cashioanthony,86.66666666666667,86.66666666666667
2035532,Cahn Charles,,cahncharles,1410079,Cashion Charles,cashioncharles,88.88888888888889,88.88888888888889
2035532,Cahn Charles,,cahncharles,1410079,CASHION CHARLES,cashioncharles,88.88888888888889,88.88888888888889
2035532,Cahn Charles,,cahncharles,1410079,Cashion Charles,cashioncharles,88.88888888888889,88.88888888888889
5005222,"CHONG, CHRISTOPHER",,chongchristopher,1610305,CASHION CHRISTOPHER,cashionchristopher,86.48648648648648,86.48648648648648
2225630,CRAFTSMAN EQUIPMENT CORP,,craftsmanequipment,1402268,CASHMAN EQUIPMENT CO,cashmanequipment,86.36363636363636,86.36363636363636
2225630,CRAFTSMAN EQUIPMENT CORP,,craftsmanequipment,1629706,Cashman Equipment Corp,cashmanequipment,91.30434782608697,91.30434782608697
2398312,CAMP Manufacturing Co Inc,,campmanufacturing,1073557,CASHMERE MANUFACTURING CO INC,cashmeremanufacturing,88.88888888888889,88.88888888888889
5159687,"Caseworks, Inc.",,caseworks,1226446,CASHWORKS INC,cashworks,85.71428571428572,85.71428571428572
3665438,CAS Inc,,cas,1221908,CASHX INC,cashx,87.5,87.5
5894078,"CAPRION PHARMACEUTICALS, INC.",,caprionpharmaceuticals,895051,"CASI Pharmaceuticals, Inc.",casipharmaceuticals,90.9090909090909,90.9090909090909
5611730,Casino Data Systems,,casinodatasystems,898756,CASINO DATA SYSTEMS,casinodatasystems,100.0,100.0
3711776,Canon Electronics Inc,,canonelectronics,1016548,CASINO ELECTRONICS INC,casinoelectronics,93.02325581395348,93.02325581395348
5403015,"CASINOVATIONS, INC.",,casinovations,1004673,CASINOVATIONS INC,casinovations,94.44444444444444,94.44444444444444
5403015,"CASINOVATIONS, INC.",,casinovations,1004673,CASINOVATIONS INC,casinovations,94.44444444444444,94.44444444444444
5403015,"CASINOVATIONS, INC.",,casinovations,1014491,CASINOVATIONS INC,casinovations,94.44444444444444,94.44444444444444
3527162,Casio Computer Co Ltd,,casiocomputer,767110,CASIO COMPUTER CO LTD,casiocomputer,100.0,100.0
3527162,Casio Computer Co Ltd,,casiocomputer,18122,CASIO COMPUTER CO LTD/ADR/,casiocomputerltdadr,89.36170212765957,89.36170212765957
4893535,"CARD-IT ENTERPRISES, INC.",,carditenterprises,1398805,"Casita Enterprises, Inc.",casitaenterprises,89.79591836734694,89.79591836734694
4893535,"CARD-IT ENTERPRISES, INC.",,carditenterprises,1398805,"CASITA ENTERPRISES, INC.",casitaenterprises,89.79591836734694,89.79591836734694
4893535,"CARD-IT ENTERPRISES, INC.",,carditenterprises,1398805,"Casita Enterprises, Inc.",casitaenterprises,89.79591836734694,89.79591836734694
5099771,"CLEAN INVESTMENTS, LLC",,cleaninvestments,1664254,"Cason Investments, LLC",casoninvestments,90.9090909090909,90.9090909090909
1805832,Carson William,,carsonwilliam,1055824,CASON WILLIAM C,casonwilliamc,89.65517241379311,89.65517241379311
1823878,Chambers John Charles,,chambersjohncharles,1465545,Casper John Charles,casperjohncharles,85.0,85.0
5167626,"CASPER, ROBERT A.",,casperroberta,1289112,Casper Robert,casperrobert,86.66666666666667,86.66666666666667
5167626,"CASPER, ROBERT A.",,casperroberta,1354112,CASPER ROBERT J,casperrobertj,87.5,87.5
5167626,"CASPER, ROBERT A.",,casperroberta,1354112,Casper Robert J,casperrobertj,87.5,87.5
2129634,CASPERS TIN PLATE Co,,casperstinplate,18128,CASPERS TIN PLATE CO,casperstinplate,100.0,100.0
6073861,"CEPHAS CAPITAL PARTNERS, L.P.",,cephascapitalpartners,1245116,"CASPIAN CAPITAL PARTNERS, L.P.",caspiancapitalpartners,88.13559322033898,88.13559322033898
5305463,"CAMGIAN NETWORKS, INC.",,camgiannetworks,1130206,CASPIAN NETWORKS INC,caspiannetworks,85.71428571428572,85.71428571428572
5661649,"Carson Services, Inc.",,carsonservices,1401163,"CASPIAN SERVICES, INC.",caspianservices,88.37209302325581,88.37209302325581
2773416,COASTAL COMMERCIAL CORP,,coastalcommercial,708781,CASS COMMERCIAL CORP,casscommercial,88.37209302325581,88.37209302325581
5323393,"Canon Information Systems, Inc.",,canoninformationsystems,708781,CASS INFORMATION SYSTEMS INC,cassinformationsystems,88.13559322033898,88.13559322033898
2838181,Cass Joseph,,cassjoseph,1381763,CASSANO JOSEPH,cassanojoseph,88.0,88.0
2612885,Cox Enterprises Inc,,coxenterprises,1416986,Cassco Enterprises Inc,casscoenterprises,87.8048780487805,87.8048780487805
2117941,Castello Thomas,,castellothomas,1391740,CASSELL THOMAS,cassellthomas,89.65517241379311,89.65517241379311
4278702,"CASELLA, ANTHONY J.",,casellaanthonyj,1622146,Cassella Anthony E. Jr.,cassellaanthonyejr,85.71428571428572,85.71428571428572
5159146,"CARISELLA, JAMES V.",,carisellajamesv,1353528,CASSELLA JAMES V,cassellajamesv,85.71428571428572,85.71428571428572
5159146,"CARISELLA, JAMES V.",,carisellajamesv,1353528,Cassella James V,cassellajamesv,85.71428571428572,85.71428571428572
5159146,"CARISELLA, JAMES V.",,carisellajamesv,1353528,CASSELLA JAMES V,cassellajamesv,85.71428571428572,85.71428571428572
5159146,"CARISELLA, JAMES V.",,carisellajamesv,1353528,Cassella James V,cassellajamesv,85.71428571428572,85.71428571428572
5159146,"CARISELLA, JAMES V.",,carisellajamesv,1353528,CASSELLA JAMES V,cassellajamesv,85.71428571428572,85.71428571428572
5159146,"CARISELLA, JAMES V.",,carisellajamesv,1353528,Cassella James V,cassellajamesv,85.71428571428572,85.71428571428572
5159146,"CARISELLA, JAMES V.",,carisellajamesv,1353528,CASSELLA JAMES V,cassellajamesv,85.71428571428572,85.71428571428572
5159146,"CARISELLA, JAMES V.",,carisellajamesv,1353528,Cassella James V,cassellajamesv,85.71428571428572,85.71428571428572
3045204,Cassella Joseph,,cassellajoseph,1473530,Cassera Joseph,casserajoseph,89.65517241379311,89.65517241379311
5859891,CMSI ACQUISITION CORP.,,cmsiacquisition,1122109,CASSIA ACQUISITION CORP,cassiaacquisition,88.88888888888889,88.88888888888889
1585109,Chase Companies Inc,,chasecompanies,1066020,CASSIDY COMPANIES INC,cassidycompanies,85.0,85.0
2773542,Chasin Joseph,,chasinjoseph,1257313,CASSIN JOSEPH M,cassinjosephm,85.71428571428572,85.71428571428572
2185721,CARBON SYSTEMS Inc,,carbonsystems,1273434,CAST IRON SYSTEMS INC,castironsystems,87.17948717948718,87.17948717948718
3219205,CARTOMATIC CORP,,cartomatic,1177010,CAST MATIC CORP,castmatic,86.66666666666667,86.66666666666667
4233965,"CAS Products, Inc.",,casproducts,1479596,"Castagra Products, Inc.",castagraproducts,87.8048780487805,87.8048780487805
4233965,"CAS Products, Inc.",,casproducts,1479596,"CASTAGRA PRODUCTS, INC.",castagraproducts,87.8048780487805,87.8048780487805
4233965,"CAS Products, Inc.",,casproducts,1479596,"Castagra Products, Inc.",castagraproducts,87.8048780487805,87.8048780487805
1763756,Casapollo Nicholas,,casapollonicholas,1685716,Castaldo Nicholas,castaldonicholas,85.71428571428572,85.71428571428572
4879710,"CASTANEDA, MARIA",,castanedamaria,1247157,CASTANEDA MARK,castanedamark,86.66666666666667,86.66666666666667
3667976,CITADEL HOLDINGS INC.,,citadel,1037717,CASTEL HOLDINGS INC,castel,85.0,85.0
1819733,Castelli John,,castellijohn,1200620,CASTELLO JOHN L,castellojohnl,85.71428571428572,85.71428571428572
1819733,Castelli John,,castellijohn,1222786,CASTELLO JOHN L,castellojohnl,85.71428571428572,85.71428571428572
3166043,Castillo Joe,,castillojoe,1480447,Castello Jose,castellojose,88.0,88.0
2460676,Casper Samuel,,caspersamuel,1106550,CASTER SAMUEL L,castersamuell,85.71428571428572,85.71428571428572
2638359,CARVA VENTURES Inc,,carvaventures,1428329,CASTER VENTURES INC,casterventures,86.48648648648648,86.48648648648648
3166043,Castillo Joe,,castillojoe,1382944,CASTILLO JOSIE G,castillojosieg,85.71428571428572,85.71428571428572
5911937,"CRATOS CAPITAL MANAGEMENT, LLC",,cratoscapitalmanagement,1377929,"CASTINE CAPITAL MANAGEMENT, LLC",castinecapitalmanagement,88.52459016393442,88.52459016393442
1777349,Cantone Charles,,cantonecharles,1209095,CASTINE CHARLES,castinecharles,86.66666666666667,86.66666666666667
1651443,Castanien Alfred,,castanienalfred,1221139,CASTINO ALFRED,castinoalfred,86.66666666666667,86.66666666666667
3787306,Cationic Corp,,cationic,1301919,CASTion Corp,castion,88.0,88.0
3991440,"Castle & Cooke, Inc.",,castlecooke,1002506,CASTLE & COOKE INC/HI/,castlecookeinchi,85.71428571428572,85.71428571428572
1804592,CHASE HOLDING CORP,,chase,802510,CASTLE HOLDING CORP,castle,91.89189189189189,91.89189189189189
5335170,"Comtec Information Systems, Inc.",,comtecinformationsystems,1525842,"Castle Information Systems, Inc.",castleinformationsystems,90.625,90.625
1775512,Chase Louis,,chaselouis,1320817,Castle Louis,castlelouis,86.95652173913044,86.95652173913044
1775512,Chase Louis,,chaselouis,1320817,CASTLE LOUIS,castlelouis,86.95652173913044,86.95652173913044
1775512,Chase Louis,,chaselouis,1320817,Castle Louis,castlelouis,86.95652173913044,86.95652173913044
1775512,Chase Louis,,chaselouis,1320817,CASTLE LOUIS,castlelouis,86.95652173913044,86.95652173913044
1775512,Chase Louis,,chaselouis,1320817,Castle Louis,castlelouis,86.95652173913044,86.95652173913044
1775512,Chase Louis,,chaselouis,1320817,CASTLE LOUIS,castlelouis,86.95652173913044,86.95652173913044
1775512,Chase Louis,,chaselouis,1320817,Castle Louis,castlelouis,86.95652173913044,86.95652173913044
4398994,CAMINE RESOURCES INC.,,camineresources,1514207,Castle Resources Inc.,castleresources,85.71428571428572,85.71428571428572
4398994,CAMINE RESOURCES INC.,,camineresources,1514207,CASTLE RESOURCES INC.,castleresources,85.71428571428572,85.71428571428572
4398994,CAMINE RESOURCES INC.,,camineresources,1514207,Castle Resources Inc.,castleresources,85.71428571428572,85.71428571428572
1660529,CEM SECURITIES CORP,,cemsecurities,768629,CASTLE SECURITIES CORP.,castlesecurities,85.71428571428572,85.71428571428572
2817440,Casner Ralph,,casnerralph,1292769,Castner Ralph W,castnerralphw,88.88888888888889,88.88888888888889
2817440,Casner Ralph,,casnerralph,1292769,CASTNER RALPH W,castnerralphw,88.88888888888889,88.88888888888889
2817440,Casner Ralph,,casnerralph,1292769,Castner Ralph W,castnerralphw,88.88888888888889,88.88888888888889
2817440,Casner Ralph,,casnerralph,1292769,CASTNER RALPH W,castnerralphw,88.88888888888889,88.88888888888889
2817440,Casner Ralph,,casnerralph,1292769,Castner Ralph W,castnerralphw,88.88888888888889,88.88888888888889
2817440,Casner Ralph,,casnerralph,1292769,CASTNER RALPH W,castnerralphw,88.88888888888889,88.88888888888889
2817440,Casner Ralph,,casnerralph,1292769,Castner Ralph W,castnerralphw,88.88888888888889,88.88888888888889
2817440,Casner Ralph,,casnerralph,1292769,CASTNER RALPH W,castnerralphw,88.88888888888889,88.88888888888889
2817440,Casner Ralph,,casnerralph,1292769,Castner Ralph W,castnerralphw,88.88888888888889,88.88888888888889
5194789,COMER HOLDINGS LLC,,comer,1368904,CASTOR HOLDINGS LLC,castor,86.48648648648648,86.48648648648648
2374164,Castro John,,castrojohn,1223719,CASTOR JON,castorjon,85.71428571428572,85.71428571428572
4149344,"Computer Management Services, Inc.",,computermanagementservices,1671100,Castor Management Services Inc.,castormanagementservices,86.15384615384616,86.15384615384616
2374164,Castro John,,castrojohn,1132285,CASTORO JOHN,castorojohn,95.65217391304348,95.65217391304348
2374164,Castro John,,castrojohn,918783,CASTRO JOHN,castrojohn,100.0,100.0
5011073,"Cam-Stat, Inc.",,camstat,1538388,"CASTT, INC.",castt,88.0,88.0
4401441,Chase Precast Corp.,,chaseprecast,1396633,CASTWELL PRECAST CORP,castwellprecast,85.0,85.0
4401441,Chase Precast Corp.,,chaseprecast,1396633,Castwell Precast CORP,castwellprecast,85.0,85.0
4401441,Chase Precast Corp.,,chaseprecast,1396633,CASTWELL PRECAST CORP,castwellprecast,85.0,85.0
4401441,Chase Precast Corp.,,chaseprecast,1396633,Castwell Precast CORP,castwellprecast,85.0,85.0
4401441,Chase Precast Corp.,,chaseprecast,1396633,Castwell Precast Corp,castwellprecast,85.0,85.0
4401441,Chase Precast Corp.,,chaseprecast,1396633,CASTWELL PRECAST CORP,castwellprecast,85.0,85.0
4401441,Chase Precast Corp.,,chaseprecast,1396633,Castwell Precast Corp,castwellprecast,85.0,85.0
4401441,Chase Precast Corp.,,chaseprecast,1396633,CASTWELL PRECAST CORP,castwellprecast,85.0,85.0
3371440,Cassell Charles,,cassellcharles,1214963,CASWELL CHARLES A,caswellcharlesa,87.5,87.5
6116900,"CAO GROUP, INC.",,caogroup,1632275,CAT9 Group Inc.,cat9group,86.66666666666667,86.66666666666667
2508197,CHATHAM PHARMACEUTICALS Inc,,chathampharmaceuticals,1454789,CATABASIS PHARMACEUTICALS INC,catabasispharmaceuticals,85.71428571428572,85.71428571428572
5020523,"Capra Resources, Inc.",,capraresources,1582919,"CATACA RESOURCES, INC.",catacaresources,88.37209302325581,88.37209302325581
4427484,"Camtron Systems, Inc.",,camtronsystems,1483940,Catadon Systems Inc.,catadonsystems,87.8048780487805,87.8048780487805
2677470,Catalano Joseph,,catalanojoseph,1228642,CATALANO JOSEPH,catalanojoseph,100.0,100.0
2460039,Catalent Pharma Solutions Inc,,catalentpharmasolutions,1416083,"Catalent Pharma Solutions, Inc.",catalentpharmasolutions,96.66666666666667,96.66666666666667
2460039,Catalent Pharma Solutions Inc,,catalentpharmasolutions,1416083,"CATALENT PHARMA SOLUTIONS, INC.",catalentpharmasolutions,96.66666666666667,96.66666666666667
