cik,company_name,Cleaned_company_name,Score
1534526,BANKER STEPHEN M,bankerstephenm,
1478149,"BANKER, JEFFREY",bankerjeffrey,
1478149,"Banker, Jeffrey",bankerjeffrey,
9681,BANKERS & INVESTORS CO /BD,bankersinvestorsbd,
9681,BANKERS & INVESTORS CO.,bankersinvestors,
1139672,BANKERS ADVISORY FUND LLC,bankersadvisoryfund,
1146242,BANKERS BANC CAPITAL CORPORATION,bankersbanccapital,
1327512,BANKERS BANCORP INC,bankersbancorp,
1042453,BANKERS BANK,bankersbank,
795411,BANKERS BANK                                            /MSD,bankersbankmsd,
830667,BANKERS BANK /GFN,bankersbankgfn,
795411,BANKERS BANK /MSD,bankersbankmsd,
314404,BANKERS BUILDING LAND TRUST,bankersbuildinglandtrust,
1568436,BANKERS CAPITAL INTERNATIONAL,bankerscapitalinternational,
1035471,BANKERS CONSULTING CO,bankersconsulting,
1031729,BANKERS DAVID M,bankersdavidm,
9696,BANKERS FIDELITY LIFE INSURANCE CO,bankersfidelitylifeinsurance,
732640,BANKERS FIRST CORP,bankersfirst,
1394077,BANKERS INDUSTRIAL LLC,bankersindustrial,
1408020,BANKERS INDUSTRIAL PG LLC,bankersindustrialpg,
1407978,BANKERS INDUSTRIAL PHASE 2 LLC,bankersindustrialphase2,
1084422,BANKERS INSURANCE GROUP INC,bankersinsurancegroup,
1254703,BANKERS INSURANCE GROUP LLC,bankersinsurancegroup,
354902,"BANKERS INTERNATIONAL SECURITIES, INC.",bankersinternationalsecurities,
1306971,BANKERS INVESTMENT GROUP LLC,bankersinvestmentgroup,
894357,BANKERS LIFE HOLDING CORP,bankerslife,
9714,BANKERS LIFE INSURANCE CO OF INDIANAPOLIS,bankerslifeinsuranceindianapolis,
1058885,BANKERS LIFE INSURANCE CO OF NEW YORK SEPARATE ACCOUNT I,bankerslifeinsurancenewyorkseparateaccounti,
1626248,"BANKERS LIFE SECURITIES, INC.",bankerslifesecurities,
313935,BANKERS NATIONAL VARIABLE ACCOUNT B,bankersnationalvariableaccountb,
313935,BANKERS NATIONAL VARIABLE ACCOUNT B,bankersnationalvariableaccountb,
313935,BANKERS NATIONAL VARIABLE ACCOUNT B,bankersnationalvariableaccountb,
845851,BANKERS NATIONAL VARIABLE ACCOUNT B,bankersnationalvariableaccountb,
917573,BANKERS NATIONAL VARIABLE ACCOUNT B,bankersnationalvariableaccountb,
773919,BANKERS NATIONAL VARIABLE ACCOUNT C,bankersnationalvariableaccountc,
354611,BANKERS NOTE INC,bankersnote,
1302497,BANKERS PETROLEUM LTD,bankerspetroleum,
109586,BANKERS SECURITY VARIABLE ANNUITY FUNDS A B & C,bankerssecurityvariableannuityfundsabc,
109586,BANKERS SECURITY VARIABLE ANNUITY FUNDS A B & C,bankerssecurityvariableannuityfundsabc,
701383,BANKERS SECURITY VARIABLE ANNUITY FUNDS A B & C,bankerssecurityvariableannuityfundsabc,
9738,BANKERS SECURITY VARIABLE ANNUITY FUNDS D E F G H & I,bankerssecurityvariableannuityfundsdefghi,
9738,BANKERS SECURITY VARIABLE ANNUITY FUNDS D E F G H & I,bankerssecurityvariableannuityfundsdefghi,
109586,BANKERS SECURITY VARIABLE ANNUITY FUNDS D E F G H & I,bankerssecurityvariableannuityfundsdefghi,
9738,BANKERS SECURITY VARIABLE ANNUITY FUNDS M P & Q,bankerssecurityvariableannuityfundsmpq,
316905,BANKERS SECURITY VARIABLE ANNUITY FUNDS M P & Q,bankerssecurityvariableannuityfundsmpq,
319539,BANKERS SECURITY VARIABLE ANNUITY FUNDS M P & Q,bankerssecurityvariableannuityfundsmpq,
319539,BANKERS SECURITY VARIABLE ANNUITY FUNDS M P & Q,bankerssecurityvariableannuityfundsmpq,
701383,BANKERS SECURITY VARIABLE LIFE SEPARATE ACCOUNT I,bankerssecurityvariablelifeseparateaccounti,
1347146,BANKERS SETTLEMENT SERVICES CAPITAL REGION LLC,bankerssettlementservicescapitalregion,
1347146,Bankers Settlement Services Capital Region LLC,bankerssettlementservicescapitalregion,
1579063,"BANKERS SETTLEMENT SERVICES OF SOUTHWEST PENNSYLVANIA, LLC",bankerssettlementservicessouthwestpennsylvania,
1579063,"Bankers Settlement Services of Southwest Pennsylvania, LLC",bankerssettlementservicessouthwestpennsylvania,
1506390,"BANKERS SOUTH HIGH YIELD FUND A, LLC",bankerssouthhighyieldfunda,
1506390,"Bankers South High Yield Fund A, LLC",bankerssouthhighyieldfunda,
1626958,"BANKERS SOUTH HIGH YIELD FUND B, LLC",bankerssouthhighyieldfundb,
27850,BANKERS STORE INC,bankersstore,
1387098,BANKERS TITLE AGENCY OF NEBRASKA LLC,bankerstitleagencynebraska,
1387098,Bankers Title Agency of Nebraska LLC,bankerstitleagencynebraska,
1376333,BANKERS TITLE OF EAST TENNESSEE LLC,bankerstitleeasttennessee,
1376333,Bankers Title of East Tennessee LLC,bankerstitleeasttennessee,
1376333,BANKERS TITLE OF EAST TENNESSEE LLC,bankerstitleeasttennessee,
1376333,Bankers Title of East Tennessee LLC,bankerstitleeasttennessee,
1376333,BANKERS TITLE OF EAST TENNESSEE LLC,bankerstitleeasttennessee,
1376333,Bankers Title of East Tennessee LLC,bankerstitleeasttennessee,
734935,BANKERS TRUST CO /NY// /MSD,bankerstrustnymsd,
1280281,BANKERS TRUST CO CEDAR RAPIDS,bankerstrustcedarrapids,
848027,BANKERS TRUST CO OF CALIFORNIA NA /TA,bankerstrustcalifornianata,
1161914,BANKERS TRUST CO OF SOUTH DAKOTA,bankerstrustsouthdakota,
839097,BANKERS TRUST COMPANY                                   /TA,bankerstrustta,
9749,BANKERS TRUST NEW YORK CORP,bankerstrustnewyork,
9749,BANKERS TRUST NEW YORK CORP,bankerstrustnewyork,
9749,BANKERS TRUST NEW YORK CORP,bankerstrustnewyork,
9749,BANKERS TRUST NEW YORK CORP,bankerstrustnewyork,
9749,BANKERS TRUST NEW YORK CORP,bankerstrustnewyork,
9749,BANKERS TRUST NEW YORK CORP,bankerstrustnewyork,
67182,BANKERS TRUST NEW YORK CORP,bankerstrustnewyork,
787441,BANKERS TRUST NEW YORK CORP,bankerstrustnewyork,
822977,BANKERS TRUST NEW YORK CORP,bankerstrustnewyork,
904571,BANKERS TRUST NEW YORK CORP,bankerstrustnewyork,
914720,BANKERS TRUST NEW YORK CORP,bankerstrustnewyork,
1503983,"BANKERS' BANK OF THE WEST BANCORP, INC.",bankersbankwestbancorp,
1222875,BANKEST CAPITAL CORP,bankestcapital,
1303942,BankFinancial CORP,bankfinancial,
1303942,BANKFINANCIAL CORP,bankfinancial,
1303942,BankFinancial CORP,bankfinancial,
1303942,BANKFINANCIAL CORP,bankfinancial,
1303942,BankFinancial CORP,bankfinancial,
1303942,BANKFINANCIAL CORP,bankfinancial,
1303942,BankFinancial CORP,bankfinancial,
1303942,BANKFINANCIAL CORP,bankfinancial,
1303942,BankFinancial CORP,bankfinancial,
1303942,BANKFINANCIAL CORP,bankfinancial,
1303942,BankFinancial CORP,bankfinancial,
1303942,BANKFINANCIAL CORP,bankfinancial,
1303942,BankFinancial CORP,bankfinancial,
1303942,BANKFINANCIAL CORP,bankfinancial,
1303942,BankFinancial CORP,bankfinancial,
1303942,BANKFINANCIAL CORP,bankfinancial,
1303942,BankFinancial CORP,bankfinancial,
1303942,BANKFINANCIAL CORP,bankfinancial,
1303942,BankFinancial CORP,bankfinancial,
1389885,BANKFINANCIAL FSB EMPLOYEE STOCK OWNERSHIP PLAN TRUST,bankfinancialfsbemployeestockownershipplantrust,
1389885,BankFinancial FSB Employee Stock Ownership Plan Trust,bankfinancialfsbemployeestockownershipplantrust,
1389885,BANKFINANCIAL FSB EMPLOYEE STOCK OWNERSHIP PLAN TRUST,bankfinancialfsbemployeestockownershipplantrust,
1389885,BankFinancial FSB Employee Stock Ownership Plan Trust,bankfinancialfsbemployeestockownershipplantrust,
824719,BANKFIRST CORP,bankfirst,
1038872,BANKGESELLSCHAFT BERLIN AG,bankgesellschaftberlin,
1038872,BANKGESELLSCHAFT BERLIN AG,bankgesellschaftberlin,
1038872,BANKGESELLSCHAFT BERLIN AG,bankgesellschaftberlin,
1038872,BANKGESELLSCHAFT BERLIN AG,bankgesellschaftberlin,
1334679,BankGreenville Financial CORP,bankgreenvillefinancial,
1334679,BANKGREENVILLE FINANCIAL CORP,bankgreenvillefinancial,
1334679,BankGreenville Financial CORP,bankgreenvillefinancial,
1334679,BANKGREENVILLE FINANCIAL CORP,bankgreenvillefinancial,
1334679,BankGreenville Financial CORP,bankgreenvillefinancial,
1334679,BANKGREENVILLE FINANCIAL CORP,bankgreenvillefinancial,
1334679,BankGreenville Financial CORP,bankgreenvillefinancial,
1334679,BANKGREENVILLE FINANCIAL CORP,bankgreenvillefinancial,
1527383,BankGuam Holding Co,bankguam,
1527383,BANKGUAM HOLDING CO,bankguam,
1527383,BankGuam Holding Co,bankguam,
1527383,BANKGUAM HOLDING CO,bankguam,
1527383,BankGuam Holding Co,bankguam,
1254438,BANKHEAD DAVID,bankheaddavid,
1571526,"BANKIA, S.A./ADR",bankiasaadr,
1571526,"Bankia, S.A./ADR",bankiasaadr,
1183365,BANKILLINOIS,bankillinois,
941622,BANKILLINOIS FINANCIAL CORP,bankillinoisfinancial,
1091835,BANKING CORP OF FLORIDA,bankingflorida,
1354455,BANKING ON LOVE PRODUCTIONS LLC,bankingonloveproductions,
870082,BANKINTER S A                                           /FI,bankintersafi,
870082,BANKINTER S A /FI,bankintersafi,
870082,BANKINTER S A /FI,bankintersafi,
934729,BANKMONT FINANCIAL CO,bankmontfinancial,
934729,BANKMONT FINANCIAL INC,bankmontfinancial,
1046528,BANKNORTH CAPITAL TRUST I,banknorthcapitaltrusti,
1166375,BANKNORTH CAPITAL TRUST II,banknorthcapitaltrustii,
1166376,BANKNORTH CAPITAL TRUST III,banknorthcapitaltrustiii,
1166377,BANKNORTH CAPITAL TRUST IV,banknorthcapitaltrustiv,
1304994,BANKNORTH DELAWARE INC.,banknorthdelaware,
1119381,BANKNORTH FUNDS,banknorthfunds,
1119381,BANKNORTH FUNDS,banknorthfunds,
851105,BANKNORTH GROUP INC /NEW/ /DE/,banknorthgroupnew,
923085,BANKNORTH GROUP INC /NEW/ /DE/,banknorthgroupnew,
829750,BANKNORTH GROUP INC/ME,banknorthgroupincme,
1168400,BANKNORTH INVESTMENT ADVISORS,banknorthinvestmentadvisors,
1082472,BANKNORTH INVESTMENT MANAGEMENT GROUP,banknorthinvestmentmanagementgroup,
1168399,BANKNORTH NA,banknorthna,
1145952,BANKNORTH NA/ TA,banknorthnata,
1522115,BANKO FRANK III,bankofrankiii,
1407037,BANKOFF JAMES PHILIP,bankoffjamesphilip,
1407037,Bankoff James Philip,bankoffjamesphilip,
1407037,BANKOFF JAMES PHILIP,bankoffjamesphilip,
1407037,Bankoff James Philip,bankoffjamesphilip,
879857,"BANKOH INVESTMENT SERVICES, INC.",bankohinvestmentservices,
1409239,BANKOSKI JAMES,bankoskijames,
1409239,Bankoski James,bankoskijames,
1247206,BANKOWSKI ELIZABETH A,bankowskielizabetha,
1080866,BANKRATE INC,bankrate,
1518222,"Bankrate, Inc.",bankrate,
1518222,"BANKRATE, INC.",bankrate,
1518222,"Bankrate, Inc.",bankrate,
1518222,"BANKRATE, INC.",bankrate,
1518222,"Bankrate, Inc.",bankrate,
1704688,"Bankruptcy Global Holdings, LLC",bankruptcyglobal,
1181839,BANKRUPTCY MANAGEMENT CORP,bankruptcymanagement,
1642268,"Bankruptcy Management Solutions, Inc.",bankruptcymanagementsolutions,
1272031,BANKS A CAROLINE,banksacaroline,
1607899,Banks Alan,banksalan,
1237340,BANKS ANNETTE,banksannette,
1054597,BANKS ANTHONY G,banksanthonyg,
1407175,BANKS BRANDEN,banksbranden,
1407175,Banks Branden,banksbranden,
1141220,BANKS BRITT D,banksbrittd,
1293316,Banks Donna J,banksdonnaj,
1293316,BANKS DONNA J,banksdonnaj,
1293316,Banks Donna J,banksdonnaj,
1293316,BANKS DONNA J,banksdonnaj,
1293316,Banks Donna J,banksdonnaj,
1293316,BANKS DONNA J,banksdonnaj,
1293316,Banks Donna J,banksdonnaj,
1293316,BANKS DONNA J,banksdonnaj,
1293316,Banks Donna J,banksdonnaj,
1293316,BANKS DONNA J,banksdonnaj,
1293316,Banks Donna J,banksdonnaj,
1186124,BANKS EDWARD K,banksedwardk,
1199424,BANKS EDWIN M,banksedwinm,
1390390,BANKS FRED L JR,banksfredljr,
1226813,BANKS GARY C JR,banksgarycjr,
1246209,BANKS GARY M,banksgarym,
1289753,Banks Gordon,banksgordon,
1306603,BANKS INSURANCE AGENCY HOLDING CO LLC,banksinsuranceagency,
1550031,BANKS ISLAND GOLD LTD.,banksislandgold,
1550031,Banks Island Gold Ltd.,banksislandgold,
1550031,BANKS ISLAND GOLD LTD.,banksislandgold,
1550031,Banks Island Gold Ltd.,banksislandgold,
1395642,BANKS JAMES M,banksjamesm,
1588056,Banks Jennifer,banksjennifer,
1216601,BANKS KEITH T,bankskeitht,
1492988,"Banks Lake Golf & Country Club, a Washington non-profit Co",bankslakegolfcountryclubawashingtonnonprofit,
1161707,BANKS LEE C,banksleec,
1181285,BANKS MARVIN R JR,banksmarvinrjr,
1641003,Banks Matthew I.,banksmatthewi,
1548474,BANKS MATTHEW SCOTT,banksmatthewscott,
1393917,BANKS MICHAEL J,banksmichaelj,
1393917,Banks Michael J,banksmichaelj,
1474705,BANKS MICHAEL O,banksmichaelo,
1474705,Banks Michael O,banksmichaelo,
1474705,BANKS MICHAEL O,banksmichaelo,
1474705,Banks Michael O,banksmichaelo,
1430429,BANKS MICHELLE,banksmichelle,
1217022,BANKS OF THE CHESAPEAKE INC,bankschesapeake,
1217607,BANKS PAMELA A,bankspamelaa,
1187487,BANKS PETER M,bankspeterm,
1249702,BANKS ROBERT D JR,banksrobertdjr,
1561413,"Banks Rock, LLC",banksrock,
1305065,BANKS ROY,banksroy,
1305065,Banks Roy,banksroy,
1305065,BANKS ROY,banksroy,
1305065,Banks Roy,banksroy,
1305065,BANKS ROY,banksroy,
1305065,Banks Roy,banksroy,
1289751,Banks Russell,banksrussell,
1618779,Banks Sam L.,bankssaml,
1187968,BANKS SAMUEL P,bankssamuelp,
1319130,Banks Stephen F,banksstephenf,
1336669,Banks Thomas,banksthomas,
1444285,Banks Thomas J.,banksthomasj,
1707647,Banks Todd E.,bankstodde,
1235463,BANKS TONY C,bankstonyc,
1391753,BANKSHARES INC,bankshares,
1391753,BANKshares Inc,bankshares,
912788,BANKSOUTH SELECT FUNDS,banksouthselectfunds,
1250619,BANKSTON ALTON G,bankstonaltong,
1159807,BANKSTON AUTO INC,bankstonauto,
1483976,"Bankston Chrysler Jeep of Frisco, L.P.",bankstonchryslerjeepfrisco,
1483976,"BANKSTON CHRYSLER JEEP OF FRISCO, L.P.",bankstonchryslerjeepfrisco,
1483976,"Bankston Chrysler Jeep of Frisco, L.P.",bankstonchryslerjeepfrisco,
1159821,BANKSTON CJ GP INC FKA AUTONATION CHRY PLYMO JEEP,bankstoncjgpfkaautonationchryplymojeep,
1483975,"Bankston CJ GP, LLC",bankstoncjgp,
1483975,"BANKSTON CJ GP, LLC",bankstoncjgp,
1483975,"Bankston CJ GP, LLC",bankstoncjgp,
1159822,BANKSTON CJ LP INC,bankstoncj,
1159938,BANKSTON FORD OF FRISCO LTD CO,bankstonfordfrisco,
1403898,BANKSTON LARRY DON,bankstonlarrydon,
1159940,BANKSTON NISSAN IN IRVING INC,bankstonnissaninirving,
1373392,"Bankston Nissan Lewisville GP, LLC",bankstonnissanlewisvillegp,
1373392,"BANKSTON NISSAN LEWISVILLE GP, LLC",bankstonnissanlewisvillegp,
1373392,"Bankston Nissan Lewisville GP, LLC",bankstonnissanlewisvillegp,
1159941,BANKSTON NISSAN LEWISVILLE INC,bankstonnissanlewisville,
1373391,"Bankston Nissan Lewisville, Ltd.",bankstonnissanlewisville,
1373391,"BANKSTON NISSAN LEWISVILLE, LTD.",bankstonnissanlewisville,
1373391,"Bankston Nissan Lewisville, Ltd.",bankstonnissanlewisville,
1300822,Bankstreet Media Inc,bankstreetmedia,
1611694,Banksy Shipping Co Ltd,banksyshipping,
1467479,"BankTennessee Bancshares, Inc.",banktennesseebancshares,
1031239,BANKUNITED CAPITAL,bankunitedcapital,
1039571,BANKUNITED CAPITAL II,bankunitedcapitalii,
1040526,BANKUNITED CAPITAL III,bankunitedcapitaliii,
276104,BANKUNITED FINANCIAL CORP,bankunitedfinancial,
885378,BANKUNITED FINANCIAL CORP,bankunitedfinancial,
894490,BANKUNITED FINANCIAL CORP,bankunitedfinancial,
894490,BANKUNITED FINANCIAL CORP,bankunitedfinancial,
894490,BANKUNITED FINANCIAL CORP,bankunitedfinancial,
894490,BANKUNITED FINANCIAL CORP,bankunitedfinancial,
894490,BANKUNITED FINANCIAL CORP,bankunitedfinancial,
943184,BANKUNITED FINANCIAL CORP,bankunitedfinancial,
945688,BANKUNITED FINANCIAL CORP,bankunitedfinancial,
1339832,"BANKUNITED TRUST 2005-1, MORTGAGE PASS-THROUGH CERTIFICATES,",bankunitedtrust20051mortgagepassthroughcertificates,
1339832,"BANKUNITED TRUST 2005-1, MORTGAGE PASS-THROUGH CERTIFICATES, S",bankunitedtrust20051mortgagepassthroughcertificatess,
1504008,"BANKUNITED, INC.",bankunited,
1504008,"BankUnited, Inc.",bankunited,
1504008,"BANKUNITED, INC.",bankunited,
1504008,"BankUnited, Inc.",bankunited,
1504008,"BANKUNITED, INC.",bankunited,
1504008,"BankUnited, Inc.",bankunited,
1504008,"BANKUNITED, INC.",bankunited,
1504008,"BankUnited, Inc.",bankunited,
1504008,"BANKUNITED, INC.",bankunited,
1504008,"BankUnited, Inc.",bankunited,
1504008,"BANKUNITED, INC.",bankunited,
1504008,"BankUnited, Inc.",bankunited,
1504008,"BANKUNITED, INC.",bankunited,
1504008,"BankUnited, Inc.",bankunited,
1504008,"BANKUNITED, INC.",bankunited,
1504008,"BankUnited, Inc.",bankunited,
1006667,BANKVEST CAPITAL CORP,bankvestcapital,
785333,BANKVEST INC,bankvest,
1505732,"Bankwell Financial Group, Inc.",bankwellfinancialgroup,
1029969,BANKWEST FINANCIAL INC,bankwestfinancial,
1501834,"Bankwest Financial, Inc.",bankwestfinancial,
1589939,BANMILLER BRIAN,banmillerbrian,
1338789,BANNACK FUND LP,bannackfund,
1194019,BANNANTINE JAMES M,bannantinejamesm,
1533930,BANNASCH ERIC,bannascheric,
1222157,BANNEKER CAPITAL MANAGEMENT CORP,bannekercapitalmanagement,
1051067,"BANNEKER, INC",banneker,
1186737,BANNEN WILLIAM E,bannenwilliame,
1683527,"Banner 111th Street Storage, LLC",banner111thstreetstorage,
1502984,BANNER ADRIAN,banneradrian,
863445,BANNER AEROSPACE INC,banneraerospace,
1088062,BANNER AEROSPACE SERVICES INC,banneraerospaceservices,
1088064,BANNER AEROSPACE SINGAPORE INC,banneraerospacesingapore,
1649044,"Banner Apartment Fund III-B, LLC",bannerapartmentfundiiib,
1648894,Banner Apartments Fund III-A Operating Limited Partnership,bannerapartmentsfundiiiaoperatingpartnership,
1648894,"Banner Apartments Fund III-A, LLC",bannerapartmentsfundiiia,
1125633,BANNER CENTRAL FINANCE CO,bannercentralfinance,
1634106,"Banner Development, LLC",bannerdevelopment,
1672049,"Banner Drive Storage, LLC",bannerdrivestorage,
1589361,Banner Energy Services Corp.,bannerenergyservices,
1549539,"BANNER ESSEX STRATEGIC APARTMENT FUND II, LLC",banneressexstrategicapartmentfundii,
1634109,"Banner Essex Strategic Apartment Fund IIA, LLC",banneressexstrategicapartmentfundiia,
1266310,BANNER ESTRELLA SURGERY CENTER LP,bannerestrellasurgerycenter,
1300471,Banner Good Samaritan Surgicenter L P,bannergoodsamaritansurgicenterlp,
1064105,BANNER HOLDING CORP,banner,
1264809,BANNER HOLDINGS CO LLC,banner,
1143953,BANNER JENNIFER S,bannerjennifers,
1690350,"Banner Lakewood Storage, LLC",bannerlakewoodstorage,
9781,BANNER LIFE INSURANCE CO,bannerlifeinsurance,
826598,BANNER LIFE VARIABLE ACCOUNT,bannerlifevariableaccount,
856038,BANNER LIFE VARIABLE ANNUITY ACCOUNT,bannerlifevariableannuityaccount,
919894,BANNER LIFE VARIABLE ANNUITY ACCOUNT B,bannerlifevariableannuityaccountb,
1653957,Banner Lisa,bannerlisa,
1659109,"Banner Lombard Storage, LLC",bannerlombardstorage,
1674981,"Banner Northtown Storage, LLC",bannernorthtownstorage,
1713604,"Banner Oak Core Multifamily, LP",banneroakcoremultifamily,
1702124,"Banner Oak Industrial Development Venture, LP",banneroakindustrialdevelopmentventure,
1716555,"Banner Oak Multifamily Venture, LP",banneroakmultifamilyventure,
1012772,BANNER PARTNERS,bannerpartners,
1472626,"BANNER PIPELINE COMPANY, L.L.C.",bannerpipeline,
1472626,"Banner Pipeline Company, L.L.C.",bannerpipeline,
1472626,"BANNER PIPELINE COMPANY, L.L.C.",bannerpipeline,
1472626,"Banner Pipeline Company, L.L.C.",bannerpipeline,
1472626,"BANNER PIPELINE COMPANY, L.L.C.",bannerpipeline,
1472626,"Banner Pipeline Company, L.L.C.",bannerpipeline,
1472626,"BANNER PIPELINE COMPANY, L.L.C.",bannerpipeline,
1472626,"Banner Pipeline Company, L.L.C.",bannerpipeline,
1472626,"BANNER PIPELINE COMPANY, L.L.C.",bannerpipeline,
1472626,"Banner Pipeline Company, L.L.C.",bannerpipeline,
1563267,Banner Precision Holding Corp,bannerprecision,
1634108,"Banner Property Capital, LLC",bannerpropertycapital,
1488551,"Banner Publications, Inc.",bannerpublications,
1037472,BANNER RADIO SALES INC,bannerradiosales,
1368373,BANNER ROBERT LAWRENCE,bannerrobertlawrence,
1214394,BANNER SEVENTEEN LLC,bannerseventeen,
1440952,Banner Stephen C,bannerstephenc,
1297046,BANNER THUNDERBIRD SURGICENTER LP,bannerthunderbirdsurgicenter,
1718494,Banner Valerie Lebeaux,bannervalerielebeaux,
1349594,BANNER WHISPER HOLDERS L P,bannerwhisperholderslp,
1696019,Banner Windsor Hosford Storage LLC,bannerwindsorhosfordstorage,
1440370,"BANNER-ESSEX APARTMENT FUND I, LLC",banneressexapartmentfundi,
1440370,Banner-Essex Corp Apartment Fund I LLC,banneressexapartmentfundi,
1315289,Bannerman Montgomery L,bannermanmontgomeryl,
1315289,BANNERMAN MONTGOMERY L,bannermanmontgomeryl,
1466840,Bannerman Resources Ltd,bannermanresources,
1286879,BANNERMAN STEPHEN,bannermanstephen,
1037036,BANNERS CENTRAL ELECTRIC INC,bannerscentralelectric,
1714637,BannerSolar P.B.C.,bannersolarpbc,
1209171,BANNICK MATTHEW J,bannickmatthewj,
1449975,Bannigan Patrick T.,banniganpatrickt,
1449975,BANNIGAN PATRICK T.,banniganpatrickt,
1606422,Banning Jerl L.,banningjerll,
1046378,BANNISTER DAN R,bannisterdanr,
1328819,Bannister David G,bannisterdavidg,
1328819,BANNISTER DAVID G,bannisterdavidg,
1328819,Bannister David G,bannisterdavidg,
1328819,BANNISTER DAVID G,bannisterdavidg,
1328819,Bannister David G,bannisterdavidg,
1205376,BANNISTER DAVID G/,bannisterdavidg,
1039002,BANNISTER DENISE H,bannisterdeniseh,
1540481,BANNISTER DEREK,bannisterderek,
1288349,BANNISTER MICHAEL E,bannistermichaele,
1314658,Bannister Properties Inc,bannisterproperties,
1201900,BANNO DENISE C,bannodenisec,
1509948,Bannockburn Global Forex LLC,bannockburnglobalforex,
1557858,"BANNOCKBURN INVESTORS, LLC",bannockburninvestors,
1557858,"Bannockburn Investors, LLC",bannockburninvestors,
1569280,"BANNOCKBURN MOB MM, LLC",bannockburnmobmm,
1133087,"BANNOCKBURN PARTNERS, LLC",bannockburnpartners,
1207905,BANNOCKBURN RADIOLOGY CENTER LLC,bannockburnradiologycenter,
1509948,Bannockburn Securities LLC,bannockburnsecurities,
1509948,BANNOCKBURN SECURITIES LLC,bannockburnsecurities,
1509948,Bannockburn Securities LLC,bannockburnsecurities,
1509948,BANNOCKBURN SECURITIES LLC,bannockburnsecurities,
1207566,BANNON JAMES A,bannonjamesa,
1439436,Bannon Kevin j,bannonkevinj,
1439436,BANNON KEVIN J,bannonkevinj,
1439436,Bannon Kevin j,bannonkevinj,
1439436,BANNON KEVIN J,bannonkevinj,
1439436,Bannon Kevin j,bannonkevinj,
1439436,BANNON KEVIN J,bannonkevinj,
1439436,Bannon Kevin j,bannonkevinj,
1533028,BANNON LEO A.,bannonleoa,
1533028,Bannon Leo A.,bannonleoa,
1705387,Bannon Michael John,bannonmichaeljohn,
1440046,Bannon Michele,bannonmichele,
1098796,BANNON STEPHEN K,bannonstephenk,
1248509,BANNON THOMAS W,bannonthomasw,
845013,"BANNON, OHANESIAN & LECOURS, INC.",bannonohanesianlecours,
1657230,Bannout Michael,bannoutmichael,
1040721,"Banny Cosmic International Holdings, Inc",bannycosmicinternational,
1335468,Banon Sid,banonsid,
1335468,BANON SID,banonsid,
1464898,"Banorte Financial Group (Grupo Financiero Banorte, S.A.B. de C",banortefinancialgroupgrupofinancierobanortesabc,
890383,BANORTE SECURITIES INTERNATIONAL LTD /BD,banortesecuritiesinternationalbd,
890383,"BANORTE SECURITIES INTERNATIONAL, LTD.",banortesecuritiesinternational,
890383,"BANORTE-IXE SECURITIES INTERNATIONAL, LTD.",banorteixesecuritiesinternational,
1242527,BANOS OSVALDO,banososvaldo,
1711228,Banovetz John Patrick,banovetzjohnpatrick,
1213043,BANOWSKY WILLIAM S JR,banowskywilliamsjr,
763901,BANPONCE CORP,banponce,
877337,BANPONCE FINANCIAL CORP,banponcefinancial,
1030816,BANPONCE TRUST I,banponcetrusti,
1030817,BANPONCE TRUST II,banponcetrustii,
1516198,Banpu Public Co Limited/ADR,banpupubliclimitedadr,
1677907,"BanQu, Inc.",banqu,
1208218,BANQUE CARNEGIE LUXEMBOURGH S A,banquecarnegieluxembourghsa,
1045299,BANQUE CENTRALE DE TUNISIE,banquecentraletunisie,
1362201,Banque de Financement et de Tresorerie,banquefinancementtresorerie,
1362201,BANQUE DE FINANCEMENT ET DE TRESORERIE,banquefinancementtresorerie,
1670107,BANQUE DEGROOF PETERCAM LUXEMBOURG S.A.,banquedegroofpetercamluxembourg,
1399361,BANQUE FEDERALE DES BANQUES POPULAIRES,banquefederalebanquespopulaires,
1080834,BANQUE FRANCASISE DE LORIENT,banquefrancasiselorient,
1241766,Banque Hottinger & Cie SA,banquehottingercie,
310732,BANQUE NATIONALE DE PARIS,banquenationaleparis,
1056972,BANQUE NATIONALE DE PARIS /GFN,banquenationaleparisgfn,
1107776,BANQUE NATIONALE DE PARIS/ADR/,banquenationaleparisadr,
1535602,BANQUE PICTET & CIE SA,banquepictetcie,
1123274,BANQUE PICTET S A,banquepictetsa,
1699167,Banro Congo (Barbados) Ltd,banrocongobarbados,
1699464,Banro Congo Mining SA,banrocongomining,
1699182,Banro Group (Barbados) Ltd,banrogroupbarbados,
1236922,BANSAL AJAY,bansalajay,
1699667,Bansal Rishi,bansalrishi,
1079783,BANSAL SANJU K,bansalsanjuk,
1612548,Bansal Vikas,bansalvikas,
1355498,Bansal Vinit,bansalvinit,
1216213,BANSAL VIVEK,bansalvivek,
1615365,Banschbach Michael J,banschbachmichaelj,
1550029,BANSE AMY,banseamy,
1550029,Banse Amy,banseamy,
1680106,Bansen Labs LLC,bansenlaboratories,
1280141,BANSHEE CONSTRUCTION CO INC,bansheeconstruction,
1382071,BANSLEY MICHAEL G,bansleymichaelg,
1426960,BANTA ASSET MANAGEMENT LP,bantaassetmanagement,
1341774,BANTA GEOFFREY R,bantageoffreyr,
1321459,Banta Merle,bantamerle,
1511112,Banta Paul F.,bantapaulf,
1251989,BANTA ROBERT R,bantarobertr,
