cik,company_name,Cleaned_company_name,Score
1104447,BOYLE BRIAN,boylebrian,
1104447,Boyle Brian,boylebrian,
1104447,BOYLE BRIAN E,boylebriane,
1573485,"Boyle Capital Management, L.L.C.",boylecapitalmanagement,
1573485,"Boyle Capital Management, LLC",boylecapitalmanagement,
1356341,BOYLE CAPITAL PARTNERS LLC,boylecapitalpartners,
1180996,BOYLE CHARLES F,boylecharlesf,
1611668,Boyle Charles J,boylecharlesj,
1294454,Boyle Coulter R,boylecoulterr,
1300657,Boyle Dan,boyledan,
1300657,BOYLE DAN,boyledan,
1194140,BOYLE DAVID L,boyledavidl,
1202722,BOYLE DAVID P,boyledavidp,
1428233,BOYLE DENNIS,boyledennis,
1473034,BOYLE DOUGLAS M,boyledouglasm,
1473034,Boyle Douglas M,boyledouglasm,
1473034,BOYLE DOUGLAS M,boyledouglasm,
1362431,Boyle Edward,boyleedward,
1211956,BOYLE EDWARD J,boyleedwardj,
1100733,BOYLE EDWARD M III,boyleedwardmiii,
1340000,Boyle Edward T,boyleedwardt,
1047601,BOYLE FLEMING & CO INC,boylefleming,
1196432,BOYLE FRANCIS C JR,boylefranciscjr,
1368318,BOYLE FREDERICK J,boylefrederickj,
1368318,Boyle Frederick J,boylefrederickj,
1368318,BOYLE FREDERICK J,boylefrederickj,
1368318,Boyle Frederick J,boylefrederickj,
1368318,BOYLE FREDERICK J,boylefrederickj,
1368318,Boyle Frederick J,boylefrederickj,
1368318,BOYLE FREDERICK J,boylefrederickj,
1368318,Boyle Frederick J,boylefrederickj,
1049175,BOYLE FUND,boylefund,
1287728,BOYLE GABRIEL,boylegabriel,
1103983,BOYLE GERALD J,boylegeraldj,
1079755,BOYLE GERTRUDE,boylegertrude,
1568582,BOYLE HUGH F,boylehughf,
1568582,Boyle Hugh F,boylehughf,
1255213,BOYLE IAN W,boyleianw,
1331152,BOYLE J DAVID II,boylejdavidii,
1275333,BOYLE J E TED,boylejeted,
1712634,Boyle Jack,boylejack,
1107465,BOYLE JAMES J,boylejamesj,
1425188,Boyle James Padraic,boylejamespadraic,
1320741,BOYLE JAMES R,boylejamesr,
1454748,Boyle James T. Jr.,boylejamestjr,
1454748,BOYLE JAMES T. JR.,boylejamestjr,
1454748,Boyle James T. Jr.,boylejamestjr,
1410798,BOYLE JOHN ERNEST,boylejohnernest,
1231178,BOYLE JOHN J III,boylejohnjiii,
1597086,Boyle Kevin D.,boylekevind,
827230,BOYLE LEASING TECHNOLOGIES INC,boyleleasingtechnologies,
1013806,BOYLE LOUIS JF,boylelouisjf,
1195201,BOYLE MATTHEW,boylematthew,
1140013,BOYLE MICHAEL J,boylemichaelj,
1334146,Boyle Michael J,boylemichaelj,
1334146,BOYLE MICHAEL J,boylemichaelj,
1334146,Boyle Michael J,boylemichaelj,
1363385,BOYLE MICHAEL R,boylemichaelr,
1363385,Boyle Michael R,boylemichaelr,
1433293,BOYLE PATRICK C,boylepatrickc,
1450079,BOYLE PAUL,boylepaul,
1169053,BOYLE PETER,boylepeter,
1360339,Boyle Richard J Jr,boylerichardjjr,
1360339,BOYLE RICHARD J JR,boylerichardjjr,
1360339,Boyle Richard J Jr,boylerichardjjr,
1360339,BOYLE RICHARD J JR,boylerichardjjr,
1360339,Boyle Richard J Jr,boylerichardjjr,
1360339,BOYLE RICHARD J JR,boylerichardjjr,
1360339,Boyle Richard J Jr,boylerichardjjr,
1360339,BOYLE RICHARD J JR,boylerichardjjr,
1247905,BOYLE ROBERT F,boylerobertf,
1185678,BOYLE SANDRA L,boylesandral,
1236052,BOYLE SCOTT C,boylescottc,
1234711,BOYLE STEPHEN J,boylestephenj,
1240234,BOYLE STEVEN T,boylestevent,
1183573,BOYLE TIMOTHY,boyletimothy,
1079756,BOYLE TIMOTHY P,boyletimothyp,
1302456,Boyleder L P,boylederlp,
1166013,BOYLEN L BRUCE,boylenlbruce,
1188914,BOYLES BRENT M,boylesbrentm,
1506490,BOYLES BRIAN C,boylesbrianc,
1506490,Boyles Brian C,boylesbrianc,
1419071,Boyles Dale W,boylesdalew,
1419071,BOYLES DALE W,boylesdalew,
1419071,Boyles Dale W,boylesdalew,
1419071,BOYLES DALE W,boylesdalew,
1419071,Boyles Dale W,boylesdalew,
1331137,BOYLES DAVID C,boylesdavidc,
1331137,Boyles David C,boylesdavidc,
1577644,"BOYLES FUND I, L.P.",boylesfundi,
1633230,Boyles Jonathan,boylesjonathan,
1228534,BOYLES WILLIAM C,boyleswilliamc,
1603228,"Boylston Coffee Co-Invest, L.P.",boylstoncoffeeinvest,
1597286,"Boylston Fund Drizly, a series of AngelList-Bton-Funds, LLC",boylstonfunddrizlyaseriesangellistbtonfunds,
1544771,BOYLSTON HOTEL LLC,boylstonhotel,
1218698,BOYLSTON M WAYNE,boylstonmwayne,
1079359,BOYLSTON STREET THEATRE CORP,boylstonstreettheatre,
1379056,BOYNE CAPITAL FUND I L P,boynecapitalfundilp,
1431377,Boyne James J,boynejamesj,
1431377,BOYNE JAMES J,boynejamesj,
1431377,Boyne James J,boynejamesj,
1431377,BOYNE JAMES J,boynejamesj,
1431377,Boyne James J,boynejamesj,
1431377,BOYNE JAMES J,boynejamesj,
1431377,Boyne James J,boynejamesj,
1275299,BOYNE LINDEN JAMES,boynelindenjames,
1539532,BOYNE VALLEY B.V.,boynevalley,
1253935,BOYNTON ALTON L,boyntonaltonl,
1323168,Boynton Andrew C,boyntonandrewc,
1323168,BOYNTON ANDREW C,boyntonandrewc,
1323168,Boynton Andrew C,boyntonandrewc,
1323168,BOYNTON ANDREW C,boyntonandrewc,
1536681,BOYNTON BEACH CLUB THE MUSICAL LLC,boyntonbeachclubmusical,
1261138,BOYNTON BRUCE P,boyntonbrucep,
1181212,BOYNTON CHARLES D,boyntoncharlesd,
1202184,BOYNTON EDWIN R,boyntonedwinr,
1073976,BOYNTON JOHN A,boyntonjohna,
1692734,"Boynton Medical Properties, L.P.",boyntonmedicalproperties,
1273985,BOYNTON PAUL G,boyntonpaulg,
1501912,Boynton Peter,boyntonpeter,
1022710,BOYNTON PETER G,boyntonpeterg,
1082020,BOYS ARNOLD & CO INC,boysarnold,
217479,BOYS ARNOLD & CO INC /ADV,boysarnoldadv,
1361996,Boysan Hasan Ferit,boysanhasanferit,
1361996,BOYSAN HASAN FERIT,boysanhasanferit,
1425418,BOYSE STEPHANIE H,boysestephanieh,
931799,BOYSTOYS COM INC,boystoyscom,
1263880,BOYT ERIC,boyteric,
1293866,Boyte William O III,boytewilliamoiii,
1524189,"Boyu Capital Fund I, L.P.",boyucapitalfundi,
1595810,"Boyu Capital Fund II, L.P.",boyucapitalfundii,
1678375,"Boyu Capital Fund III, L.P.",boyucapitalfundiii,
1672795,Boyu Capital Offshore Fund,boyucapitaloffshorefund,
1672803,Boyu Capital Opportunities Master Fund,boyucapitalopportunitiesmasterfund,
1672798,Boyu Capital US Fund,boyucapitalusfund,
1210154,BOYUM RONALD L,boyumronaldl,
1275744,BOZAK MARK C,bozakmarkc,
1398530,BOZANICH DAVID G,bozanichdavidg,
1186503,BOZARD RICHARD F,bozardrichardf,
1454283,BOZARTH KELLY,bozarthkelly,
1340945,BOZARTH MICHAEL D,bozarthmichaeld,
1144209,BOZARTH NEWTON & MURPHY SECURITIES INC /BD,bozarthnewtonmurphysecuritiesbd,
1144209,"BOZARTH, NEWTON & MURPHY SECURITIES, INC.",bozarthnewtonmurphysecurities,
1478288,BOZE BRANDON,bozebrandon,
1478288,Boze Brandon,bozebrandon,
1478288,BOZE BRANDON,bozebrandon,
1478288,Boze Brandon,bozebrandon,
1478288,Boze Brandon B,bozebrandonb,
1611740,Bozek Mark C,bozekmarkc,
1237482,BOZEL GARY R,bozelgaryr,
1315682,BOZEMAN BANCORP INC,bozemanbancorp,
1575959,BOZEMAN DAVID P,bozemandavidp,
1575959,Bozeman David P,bozemandavidp,
1476824,BOZEMAN JUDY C.,bozemanjudyc,
1476824,Bozeman Judy C.,bozemanjudyc,
1476824,BOZEMAN JUDY C.,bozemanjudyc,
1476824,Bozeman Judy C.,bozemanjudyc,
1476824,BOZEMAN JUDY C.,bozemanjudyc,
1476824,Bozeman Judy C.,bozemanjudyc,
1476824,BOZEMAN JUDY C.,bozemanjudyc,
1476824,Bozeman Judy C.,bozemanjudyc,
1685322,BOZEMAN PRIVATE HANGARS LLC,bozemanprivatehangars,
1214485,BOZEMAN STAN JR,bozemanstanjr,
1335053,Bozeman Stanley L Jr,bozemanstanleyljr,
1325597,Bozenhard Robert W Jr,bozenhardrobertwjr,
1325597,BOZENHARD ROBERT W JR,bozenhardrobertwjr,
1385497,BOZER AHMET C,bozerahmetc,
1385497,Bozer Ahmet C,bozerahmetc,
1385497,BOZER AHMET C,bozerahmetc,
1385497,Bozer Ahmet C,bozerahmetc,
1385497,BOZER AHMET C,bozerahmetc,
1385497,Bozer Ahmet C,bozerahmetc,
1385497,BOZER AHMET C,bozerahmetc,
1385497,Bozer Ahmet C,bozerahmetc,
1660737,BOZICH FRANK A,bozichfranka,
1320336,Bozich Karen,bozichkaren,
1320336,BOZICH KAREN,bozichkaren,
1423837,Bozigian Haig P.,bozigianhaigp,
1423837,BOZIGIAN HAIG P.,bozigianhaigp,
1423837,Bozigian Haig P.,bozigianhaigp,
1186327,BOZKURT TARKAN,bozkurttarkan,
1074493,BOZLINSKI THOMAS J,bozlinskithomasj,
1621599,Bozman Blake,bozmanblake,
1507822,BOZMAN RUSTY A,bozmanrustya,
1507822,Bozman Rusty A,bozmanrustya,
1392062,BOZROCK LLC,bozrock,
1216328,BOZSNYAK WILLIAM,bozsnyakwilliam,
1252265,BOZUHOSKI VICTOR F JR,bozuhoskivictorfjr,
1517311,"Bozuko, Inc.",bozuko,
1211073,BOZYNSKI DAVID A,bozynskidavida,
1625241,Bozza Nick,bozzanick,
1348785,BOZZI III ALEXANDER L,bozziiiialexanderl,
1348598,BOZZI IV ALEXANDER L,bozziivalexanderl,
1437334,Bozzini Anthony,bozzinianthony,
1437334,BOZZINI ANTHONY,bozzinianthony,
1437334,Bozzini Anthony,bozzinianthony,
1598140,Bozzini James,bozzinijames,
1041367,BOZZINI MARK F,bozzinimarkf,
1452704,BOZZO STEPHEN J,bozzostephenj,
1689591,Bozzo Vic,bozzovic,
918977,BOZZONE ROBERT P,bozzonerobertp,
1359685,BOZZUTO CAPITAL PARTNERS ONE LLC,bozzutocapitalpartnersone,
1224724,BOZZUTO THOMAS S,bozzutothomass,
1598603,BP 2013 TTNA Trust,bp2013ttnatrust,
1630699,"BP 2014 TTNA Trust, Series SPL-I",bp2014ttnatrustseriesspli,
1630700,"BP 2014 TTNA Trust, Series SPL-II",bp2014ttnatrustseriessplii,
1630658,"BP 2014 TTNA Trust, Series SPL-III",bp2014ttnatrustseriesspliii,
1658656,BP 2015 TTNA Trust,bp2015ttnatrust,
1645007,"BP 520, LLC",bp520,
766916,BP AMOCO CO,bpamoco,
93397,BP AMOCO CORP,bpamoco,
313807,BP AMOCO PLC,bpamoco,
1167582,BP AUSTRALIA CAPITAL MARKETS LTD,bpaustraliacapitalmarkets,
1203363,BP AZ 2 PROPERTY ASSOCIATES LC,bpaz2propertyassociateslc,
1203366,BP AZ 4 ASSOCIATES LC,bpaz4associateslc,
1203368,BP AZ 5 PROPERTY ASSOCIATES LC,bpaz5propertyassociateslc,
1490814,"BP Black Stone A-18 Unit #2, Limited Partnership",bpblackstonea18unit2partnership,
1167580,BP CANADA FINANCE CO,bpcanadafinance,
1318965,BP Capital Energy Equity Fund II L P,bpcapitalenergyequityfundiilp,
1318965,BP CAPITAL ENERGY EQUITY FUND II L P,bpcapitalenergyequityfundiilp,
1318965,BP Capital Energy Equity Fund II L P,bpcapitalenergyequityfundiilp,
1318965,BP CAPITAL ENERGY EQUITY FUND II L P,bpcapitalenergyequityfundiilp,
1318965,BP Capital Energy Equity Fund II L P,bpcapitalenergyequityfundiilp,
1318965,BP CAPITAL ENERGY EQUITY FUND II L P,bpcapitalenergyequityfundiilp,
1318965,BP Capital Energy Equity Fund II L P,bpcapitalenergyequityfundiilp,
1318965,BP CAPITAL ENERGY EQUITY FUND II L P,bpcapitalenergyequityfundiilp,
1318965,BP Capital Energy Equity Fund II L P,bpcapitalenergyequityfundiilp,
1318965,BP CAPITAL ENERGY EQUITY FUND II L P,bpcapitalenergyequityfundiilp,
1318965,BP Capital Energy Equity Fund II L P,bpcapitalenergyequityfundiilp,
1346800,BP Capital Energy Equity Fund II LP,bpcapitalenergyequityfundii,
1319089,BP Capital Energy Equity Fund Inernational I LP,bpcapitalenergyequityfundinernationali,
1319089,BP CAPITAL ENERGY EQUITY FUND INERNATIONAL I LP,bpcapitalenergyequityfundinernationali,
1162861,BP CAPITAL ENERGY EQUITY FUND INTERNATIONAL I LP,bpcapitalenergyequityfundinternationali,
1162861,"BP CAPITAL ENERGY EQUITY FUND INTERNATIONAL I, L.P.",bpcapitalenergyequityfundinternationali,
1162861,"BP Capital Energy Equity Fund International I, L.P.",bpcapitalenergyequityfundinternationali,
1320943,BP Capital Energy Equity Fund International II L P,bpcapitalenergyequityfundinternationaliilp,
1320943,BP CAPITAL ENERGY EQUITY FUND INTERNATIONAL II L P,bpcapitalenergyequityfundinternationaliilp,
1320943,BP Capital Energy Equity Fund International II L P,bpcapitalenergyequityfundinternationaliilp,
1320943,BP CAPITAL ENERGY EQUITY FUND INTERNATIONAL II L P,bpcapitalenergyequityfundinternationaliilp,
1320943,BP Capital Energy Equity Fund International II L P,bpcapitalenergyequityfundinternationaliilp,
1320943,BP CAPITAL ENERGY EQUITY FUND INTERNATIONAL II L P,bpcapitalenergyequityfundinternationaliilp,
1320943,BP Capital Energy Equity Fund International II L P,bpcapitalenergyequityfundinternationaliilp,
1157942,BP CAPITAL ENERGY EQUITY FUND LP,bpcapitalenergyequityfund,
1418092,BP Capital Energy Equity Fund LP,bpcapitalenergyequityfund,
1418092,BP CAPITAL ENERGY EQUITY FUND LP,bpcapitalenergyequityfund,
1418092,BP Capital Energy Equity Fund LP,bpcapitalenergyequityfund,
1460338,BP Capital Energy Fund II LP,bpcapitalenergyfundii,
1460338,BP CAPITAL ENERGY FUND II LP,bpcapitalenergyfundii,
1460338,BP Capital Energy Fund II LP,bpcapitalenergyfundii,
1460338,BP CAPITAL ENERGY FUND II LP,bpcapitalenergyfundii,
1460338,BP Capital Energy Fund II LP,bpcapitalenergyfundii,
1609235,"BP Capital Energy Horizons Fund, L.P.",bpcapitalenergyhorizonsfund,
1654710,"BP CAPITAL FUND ADVISORS, LLC",bpcapitalfundadvisors,
1601394,"BP Capital Inflation Alpha, L.P.",bpcapitalinflationalpha,
1218269,BP CAPITAL MANAGEMENT L P,bpcapitalmanagementlp,
1167583,BP CAPITAL MARKETS AMERICA INC,bpcapitalmarketsamerica,
1693929,BP CAPITAL MARKETS INC,bpcapitalmarkets,
1167581,BP CAPITAL MARKETS PLC,bpcapitalmarkets,
1652250,BP CBLOCK 3&4 LLC,bpcblock34,
1602447,BP CFL Trust,bpcfltrust,
1602447,"BP CFL Trust, Series SPL-I",bpcfltrustseriesspli,
1203338,BP CHATEAU LA TOUR ASSOCIATES LC,bpchateautourassociateslc,
1203382,BP CO 1 PROPERTY ASSOCIATES LC,bp1propertyassociateslc,
1203384,BP CO 2 PROPERTY ASSOCIATES LC,bp2propertyassociateslc,
1203386,BP CO 3 PROPERTY ASSOCIATES LC,bp3propertyassociateslc,
1354598,BP CRAFT LLC,bpcraft,
1354598,BP Craft LLC,bpcraft,
1279568,BP DC PROPERTIES INC,bpdcproperties,
1298161,BP DIRECT SECURITIES LLC,bpdirectsecurities,
1696217,BP EI II LLC,bpeiii,
1352623,"BP EXCO HOLDINGS GP, LLC",bpexcogp,
1352295,BP EXCO HOLDINGS II LP,bpexcoii,
1352622,BP EXCO HOLDINGS LP,bpexco,
1600247,"BP Fund A, LLC",bpfunda,
1711404,BP Funding Trust,bpfundingtrust,
1640010,"BP Funding Trust, Series SPL-I",bpfundingtrustseriesspli,
1529148,"BP GBL Section 3.4, LLC",bpgblsection34,
1615620,BP GFM Trust,bpgfmtrust,
1615620,"BP GFM Trust, Series SPL-III",bpgfmtrustseriesspliii,
1629326,"BP GFM Trust, Series SPL-IV",bpgfmtrustseriesspliv,
1203387,BP IL 1PROPERTY ASSOCIATES LC,bpil1propertyassociateslc,
1105793,BP INVESTMENT MANAGEMENT LTD,bpinvestmentmanagement,
1157567,BP INVESTMENT PARTNERS I LP,bpinvestmentpartnersi,
1178332,BP INVESTMENT PARTNERS II LP,bpinvestmentpartnersii,
1306634,BP INVESTMENT PARTNERS III LP,bpinvestmentpartnersiii,
1286065,BP INVESTMENTS GROUP LLC,bpinvestmentsgroup,
743573,BP INVESTORS LTD,bpinvestors,
1675212,"BP Management, S.C.",bpmanagementsc,
1708301,BP Midstream Partners LP,bpmidstreampartners,
1606395,"BP Natural Gas Opportunity Partners, L.P.",bpnaturalgasopportunitypartners,
1203357,BP NEV 1 PROPERTY ASSOCIATES LC,bpnev1propertyassociateslc,
1309475,BP OFFICE FUND REIT INC,bpofficefundreit,
1309475,BP Office Fund REIT Inc,bpofficefundreit,
1606393,BP Ortholite LLC,bportholite,
1711689,"BP Peptides, LLC",bppeptides,
850033,BP PRUDHOE BAY ROYALTY TRUST,bpprudhoebayroyaltytrust,
1675705,BP Receivables Funding Trust,bpreceivablesfundingtrust,
1462140,"BP SB, LLC",bpsb,
1705592,"BP SECURITIES, LLC",bpsecurities,
1622351,BP SLL Trust,bpslltrust,
1074148,BP SOFTWARE GP L L C,bpsoftwaregpllc,
1074147,BP SOFTWARE LTD,bpsoftware,
1592930,BP Times Square Tower Mezzanine LLC,bptimessquaretowermezzanine,
1433771,BP Transtrend Diversified Fund LLC,bptranstrenddiversifiedfund,
1561027,"BP Unicorn Capital Partners, LLC",bpunicorncapitalpartners,
1680277,BP US REIT LLC,bpusreit,
1203388,BP UT 1 PROPERTY ASSOCIATES LC,bput1propertyassociateslc,
1220731,BP UT 3 HOLDINGS LTD,bput3,
1626116,"BP WEALTH MANAGEMENT, LLC",bpwealthmanagement,
1581526,"BP XIX Mezzanine, LLC",bpxixmezzanine,
1581530,"BP XIX Relief, LLC",bpxixrelief,
1581531,"BP XIX Remedy, LLC",bpxixremedy,
1590709,"BP XXI Diamond, LLC",bpxxidiamond,
1590710,"BP XXI Mezzanine, LLC",bpxximezzanine,
1590708,"BP XXI Pearl, LLC",bpxxipearl,
1687803,"BP XXIV Flow, LLC",bpxxivflow,
1687762,"BP XXIV Meter, LLC",bpxxivmeter,
1190425,BP-AZ 6 LC,bpaz6lc,
1583874,BP/Arsenal Group LLC,bparsenalgroup,
1626491,BP/CGCenter I LLC,bpcgcenteri,
1626492,BP/CGCenter II LLC,bpcgcenterii,
1606683,BP4 SpA,bp4,
1385344,BPA Advanced Alpha LP,bpaadvancedalpha,
1385350,BPA Advanced Alpha Ltd,bpaadvancedalpha,
1683706,BPA II Investment LLC,bpaiiinvestment,
1200944,BPC 1 PTY LTD,bpc1,
1591669,BPC Cranium Merchant Ventures LLC,bpccraniummerchantventures,
919463,BPC HOLDING CORP,bpc,
919465,BPC HOLDING CORP,bpc,
919465,BPC HOLDING CORP,bpc,
1717598,BPC Holding I Corp.,bpci,
1311595,BPC HOSPITAL REALTY BRAMPTON INC,bpchospitalrealtybrampton,
1537617,BPC OPPORTUNITIES FUND GP LP,bpcopportunitiesfundgp,
1608271,BPC Opportunities Fund II LP,bpcopportunitiesfundii,
1684300,BPC OPPORTUNITIES FUND III LP,bpcopportunitiesfundiii,
1480776,BPC Opportunities Fund LP,bpcopportunitiesfund,
1480776,BPC OPPORTUNITIES FUND LP,bpcopportunitiesfund,
1684301,BPC OPPORTUNITIES OFFSHORE FEEDER FUND III LP,bpcopportunitiesoffshorefeederfundiii,
1608279,"BPC Opportunities Offshore Fund II, L.P.",bpcopportunitiesoffshorefundii,
1684299,BPC OPPORTUNITIES OFFSHORE FUND III LP,bpcopportunitiesoffshorefundiii,
1367760,BPC SEARCH LLC,bpcsearch,
1575671,"BPC/123 MERCHANT VENTURES, LLC",bpc123merchantventures,
1485022,BPCE,bpce,
1249230,BPCUS1 INC,bpcus1,
1581113,"BPE Asia Real Estate Fund, L.P.",bpeasiarealestatefund,
1499958,BPE CAPITAL I LP,bpecapitali,
1516377,"BPE-VDI, LLC",bpevdi,
1609054,"BPEA Cayman III, L.P.",bpeacaymaniii,
1702554,"BPEA Cayman IV, L.P.",bpeacaymaniv,
1609056,"BPEA III, L.P.",bpeaiii,
1702351,"BPEA IV, L.P.",bpeaiv,
1361006,BPEA LIFE SCINENCES FUND I L P,bpealifescinencesfundilp,
1514136,"BPEA Small Buyout & Growth Fund I, L.P.",bpeasmallbuyoutgrowthfundi,
1514136,"BPEA SMALL BUYOUT & GROWTH FUND I, L.P.",bpeasmallbuyoutgrowthfundi,
1567024,BPER BANCA S.p.A./ADR,bperbancaspaadr,
1630493,BPF Capital LLC,bpfcapital,
1418154,BPG Asia/Pac Partners I LLC,bpgasiapacpartnersi,
1578036,"BPG CAPITAL, LLC",bpgcapital,
1578036,"BPG Capital, LLC",bpgcapital,
1336964,BPG CHRISTINA LANDING INVESTMENTS LLC,bpgchristinalandinginvestments,
1342313,BPG GATEWAY PLAZA LLC,bpggatewayplaza,
1682236,BPG Holdings Group (US) Holdings Inc.,bpggroupus,
1342314,BPG HOTEL INVESTMENTS LLC,bpghotelinvestments,
1531218,"BPG INVESTMENT PARTNERSHIP IX, L.P.",bpginvestmentpartnershipix,
1173346,BPG INVESTMENT PARTNERSHIP VI LP,bpginvestmentpartnershipvi,
1316863,BPG Investment Partnership VII L P,bpginvestmentpartnershipviilp,
1316863,BPG INVESTMENT PARTNERSHIP VII L P,bpginvestmentpartnershipviilp,
1316864,BPG Investment Partnership VIIA L P,bpginvestmentpartnershipviialp,
1316864,BPG INVESTMENT PARTNERSHIP VIIA L P,bpginvestmentpartnershipviialp,
1408518,BPG INVESTMENT PARTNERSHIP VIII LP,bpginvestmentpartnershipviii,
1408519,BPG INVESTMENT PARTNERSHIP VIIIA LP,bpginvestmentpartnershipviiia,
1710790,"BPG Investors Offshore, L.P.",bpginvestorsoffshore,
1710780,"BPG Investors, L.P.",bpginvestors,
1474996,"BPG MID ATLANTIC, LLC",bpgmidatlantic,
1474996,"BPG Mid Atlantic, LLC",bpgmidatlantic,
1489022,"BPG MULTI-FAMILY PARTNERSHIP, L.P.",bpgmultifamilypartnership,
1336966,BPG PREFERRED INVESTMENTS LLC,bpgpreferredinvestments,
1337195,BPG PRIVATE REAL ESTATE INVESTMENT TRUST,bpgprivaterealestateinvestmenttrust,
1527543,BPG Recreational Inc.,bpgrecreational,
1563758,"BPH I, LLC",bphi,
1699343,"BPH Investment Group, LLC",bphinvestmentgroup,
1314077,"BPI Energy Holdings, Inc.",bpienergy,
1314077,"BPI Energy Holdings, Inc.",bpienergy,
1314077,"BPI Energy Holdings, Inc.",bpienergy,
1314077,"BPI ENERGY HOLDINGS, INC.",bpienergy,
1314077,"BPI Energy Holdings, Inc.",bpienergy,
1314077,"BPI ENERGY HOLDINGS, INC.",bpienergy,
1314077,"BPI Energy Holdings, Inc.",bpienergy,
1314077,"BPI ENERGY HOLDINGS, INC.",bpienergy,
1061866,BPI FINANCIAL CORP,bpifinancial,
1448142,BPI FUND LLC,bpifund,
1342096,BPI GLOBAL ASSET MANAGEMENT LLC,bpiglobalassetmanagement,
1056355,BPI GLOBAL ASSET MANAGEMENT LLP,bpiglobalassetmanagement,
877022,BPI INDUSTRIES INC /FI,bpiindustriesfi,
1713850,"BPI Northgate Retail Partners, LLC",bpinorthgateretailpartners,
1411782,BPI OIL CO,bpioil,
1329144,BPI Partners LLC,bpipartners,
1354779,"BPI Repro, LLC",bpirepro,
1212857,BPIF NON-TAXABLE L P,bpifnontaxablelp,
1212857,BPIF Non-Taxable L.P.,bpifnontaxable,
1212857,BPIF NON-TAXABLE L.P.,bpifnontaxable,
1212857,BPIF Non-Taxable L.P.,bpifnontaxable,
1581835,Bpifrance Participations SA,bpifranceparticipations,
1093818,BPK RESOURCES INC,bpkresources,
1334775,BPL GLOBAL LTD,bplglobal,
1334775,"BPL GLOBAL, LTD.",bplglobal,
1334775,"BPL Global, Ltd.",bplglobal,
1334775,"BPL GLOBAL, LTD.",bplglobal,
1334775,"BPL Global, Ltd.",bplglobal,
1117959,"BPM INSURANCE SERVICES, LLC",bpminsuranceservices,
1228030,BPM PARTNERS LTD,bpmpartners,
1117959,BPMG INSURANCE SERVICES LLC /BD,bpmginsuranceservicesbd,
1183135,BPMS CARRIAGE HILL LLC,bpmscarriagehill,
1337993,BPMS OAK LAKE S LLC,bpmsoaklakes,
1015920,BPO Management Services,bpomanagementservices,
1015920,BPO MANAGEMENT SERVICES,bpomanagementservices,
1015920,BPO Management Services,bpomanagementservices,
1379735,BPOP HOLDINGS U S LLC,bpopus,
1379709,BPOP INVESTOR INC,bpopinvestor,
1427704,BPOP INVESTOR SUBSIDIARY INC,bpopinvestorsubsidiary,
1588966,bpost SA/NV/ADR,bpostsanvadr,
1664586,BPP F.1 Upper REIT Inc.,bppf1upperreit,
1603019,"BPP Offshore, Ltd.",bppoffshore,
1642926,BPRex Brazil Holding Inc.,bprexbrazil,
1598461,"BPRex Closure Systems, LLC",bprexclosuresystems,
1598466,BPRex Closures Kentucky Inc.,bprexclosureskentucky,
1598436,"BPRex Closures, LLC",bprexclosures,
1598565,BPRex Delta Inc.,bprexdelta,
1642931,BPRex Healthcare Brookville Inc.,bprexhealthcarebrookville,
1642973,BPRex Healthcare Packaging Inc.,bprexhealthcarepackaging,
1642960,BPRex Plastic Packaging Inc.,bprexplasticpackaging,
1642915,BPRex Plastic Services Co Inc.,bprexplasticservices,
1642918,BPRex Product Design & Engineering Inc.,bprexproductdesignengineering,
1642919,BPRex Specialty Products Puerto Rico Inc.,bprexspecialtyproductspuertorico,
1170695,BPS HOLDING CORP,bps,
1664628,BPSH LLC,bpsh,
1597787,"BPSP, L.P.",bpsp,
1528281,"BPT Investment Partners Fund I, LLC",bptinvestmentpartnersfundi,
780132,BPU INVESTMENT MANAGEMENT INC.,bpuinvestmentmanagement,
1498185,"BPV CAPITAL MANAGEMENT, LLC",bpvcapitalmanagement,
1498185,"BPV Capital Management, LLC",bpvcapitalmanagement,
1526407,BPV Family of Funds,bpvfamilyfunds,
1526407,BPV FAMILY OF FUNDS,bpvfamilyfunds,
1526407,BPV Family of Funds,bpvfamilyfunds,
1526407,BPV FAMILY OF FUNDS,bpvfamilyfunds,
1526407,BPV Family of Funds,bpvfamilyfunds,
1687566,BPV Fund I LP,bpvfundi,
1513702,"BPV Resources, LLC",bpvresources,
1498185,"BPV Wealth Management, LLC",bpvwealthmanagement,
1498185,"BPV WEALTH MANAGEMENT, LLC",bpvwealthmanagement,
1360346,BPW Alpha Numeric Fund LP,bpwalphanumericfund,
1359650,BPW ALPHANUMERIC FUND LTD,bpwalphanumericfund,
1321301,BPWest Inc,bpwest,
1574298,BPY Canada Subholdings 1 ULC,bpycanadasubholdings1ulc,
1574295,BPY Canada Subholdings 2 ULC,bpycanadasubholdings2ulc,
1574299,BPY Canada Subholdings 3 ULC,bpycanadasubholdings3ulc,
1574297,BPY Canada Subholdings 4 ULC,bpycanadasubholdings4ulc,
1570902,BPY RETAIL III LLC,bpyretailiii,
1570902,BPY Retail III LLC,bpyretailiii,
1570905,BPY Retail V LLC,bpyretailv,
1023734,BPZ ENERGY INC,bpzenergy,
1506976,BPZ LOTE XIX S.R.L.,bpzlotexix,
1506978,BPZ LOTE XXII S.R.L.,bpzlotexxii,
1506977,BPZ LOTE XXIII S.R.L.,bpzlotexxiii,
1506979,BPZ LOTE Z-1 S.R.L.,bpzlotez1,
